"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"RSM00031510","BLAGOVESCENSK, RS","1881-04-07","0.33",,"33",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-08","0.00",,"32",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-09","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-10","0.23",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-11","0.00",,"33",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-12","0.00",,"36",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-13","0.00",,"37",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-14","0.00",,"40",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-15","0.00",,"44",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-16","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-17","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-18","0.00",,"51",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-19","0.11",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-20","0.00",,"33",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-21","0.00",,"40",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-22","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-23","0.42",,"42",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-24","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-25","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-26","0.07",,"45",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-27","0.00",,"38",,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-28","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-29","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-04-30","0.00",,"46",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-01","0.00",,"47",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-02","0.00",,"49",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-03","0.00",,"42",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-04","0.00",,"45",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-05","0.00",,"36",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-06","0.00",,"43",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-07","0.15",,"34",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-08","0.11",,"32",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-09","0.00",,"35",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-10","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-11","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-12","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-13","0.00",,"48",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-14","0.00",,"48",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-15","0.00",,"55",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-16","0.27",,"50",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-17","0.00",,"46",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-18","0.00",,"50",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-19","0.00",,"52",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-20","0.00",,"61",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-21","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-22","0.31",,"49",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-23","0.00",,"49",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-24","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-25","0.00",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-26","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-27","0.00",,"51",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-28","0.39",,"52",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-29","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-30","0.00",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-05-31","0.00",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-01","0.02",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-02","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-03","0.00",,"58",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-04","0.00",,"50",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-05","0.00",,"56",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-06","0.00",,"55",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-07","0.00",,"61",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-08","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-09","0.41",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-10","0.24",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-11","0.13",,"58",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-12","0.29",,"61",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-13","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-14","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-15","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-16","0.24",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-17","0.00",,"54",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-18","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-19","0.00",,"66",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-20","1.03",,"52",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-21","0.26",,"54",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-22","0.09",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-23","0.10",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-24","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-25","0.00",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-26","0.12",,"64",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-27","1.10",,"64",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-28","0.04",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-29","0.00",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-06-30","0.00",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-01","0.00",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-02","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-03","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-04","1.06",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-05","0.72",,"64",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-06","0.24",,"61",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-07","0.00",,"64",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-08","0.39",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-09","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-10","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-11","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-12","0.46",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-13","0.00",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-14","0.50",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-15","0.99",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-16","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-17","0.00",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-18","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-19","0.30",,"66",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-20","0.00",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-21","0.11",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-22","0.37",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-23","0.00",,"77",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-24","0.65",,"77",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-25","0.93",,"73",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-26","0.04",,"70",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-27","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-28","0.00",,"71",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-29","0.41",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-30","0.06",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-07-31","0.00",,"69",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-01","1.04",,"71",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-02","0.00",,"71",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-03","0.00",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-04","1.04",,"79",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-05","0.00",,"71",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-06","0.17",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-07","0.00",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-08","0.36",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-09","0.00",,"66",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-10","0.00",,"73",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-11","0.00",,"73",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-12","0.00",,"81",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-13","0.28",,"74",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-14","0.00",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-15","0.37",,"72",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-16","0.00",,"70",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-17","0.00",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-18","1.30",,"63",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-19","0.00",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-20","0.33",,"64",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-21","0.30",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-22","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-23","0.64",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-24","0.00",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-25","0.00",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-26","0.00",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-27","0.00",,"58",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-28","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-29","0.00",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-30","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-08-31","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-01","0.27",,"59",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-02","0.10",,"66",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-03","1.44",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-04","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-05","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-06","0.00",,"66",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-07","0.00",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-08","0.00",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-09","0.14",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-10","0.09",,"67",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-11","0.00",,"68",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-12","0.00",,"53",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-13","0.00",,"51",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-14","0.06",,"65",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-15","0.00",,"51",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-16","0.00",,"52",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-17","0.00",,"54",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-18","0.02",,"50",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-19","0.00",,"50",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-20","0.00",,"49",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-21","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-22","0.00",,"56",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-23","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-24","0.00",,"60",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-25","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-26","0.00",,"47",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-27","0.00",,"48",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-28","0.00",,"52",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-29","0.00",,"53",,
"RSM00031510","BLAGOVESCENSK, RS","1881-09-30","0.00",,"57",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-01","0.00",,"58",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-02","0.00",,"62",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-03","0.00",,"41",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-04","0.00",,"39",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-05","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-06","0.00",,"39",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-07","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-08","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-09","0.00",,"48",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-10","0.00",,"42",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-11","0.00",,"35",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-12","0.00",,"35",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-13","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-14","0.09",,"34",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-15","0.00",,"39",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-16","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-17","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-18","0.00",,"30",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-19","0.00",,"28",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-20","0.00",,"24",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-21","0.00",,"25",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-22","0.00",,"29",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-23","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-24","0.00",,"35",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-25","0.00",,"38",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-26","0.00",,"42",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-27","0.00",,"38",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-28","0.00",,"26",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-29","0.00",,"11",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-30","0.00",,"18",,
"RSM00031510","BLAGOVESCENSK, RS","1881-10-31","0.00",,"20",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-01","0.00",,"23",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-02","0.00",,"23",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-03","0.00",,"28",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-04","0.00",,"32",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-05","0.00",,"26",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-06","0.24",,"28",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-07","0.44",,"31",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-08","0.03",,"22",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-09","0.00",,"20",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-10","0.00",,"19",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-11","0.00",,"13",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-12","0.00",,"10",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-13","0.00",,"10",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-14","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-15","0.00",,"13",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-16","0.00",,"14",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-17","0.00",,"3",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-18","0.00",,"6",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-19","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-20","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-21","0.00",,"12",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-22","0.00",,"16",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-23","0.00",,"4",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-24","0.00",,"11",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-25","0.00",,"9",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-26","0.00",,"5",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-27","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-28","0.00",,"-1",,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-29","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-11-30","0.00",,,,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-01",,,"-4",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-02",,,"-7",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-05",,,"-7",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-06",,,"-4",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-08",,,"-5",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-09",,,"-4",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-10",,,"-3",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-11",,,"-13",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-14",,,"-18",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-15",,,"-8",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-16",,,"-12",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-17",,,"0",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-18",,,"-9",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-19",,,"-6",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-20",,,"-7",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-21",,,"-19",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-22",,,"-23",,
"RSM00031510","BLAGOVESCENSK, RS","1881-12-23",,,"-21",,
