Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Switzerland,CHE,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,
Switzerland,CHE,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,2.7,,,
Switzerland,CHE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,,20.8,,,,,16.2,,,,,17.1,17.2,,,
Switzerland,CHE,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,,27,,,,,21.1,,,,,22,22,,,
Switzerland,CHE,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,14.8,,,,,11.4,,,,,12.3,12.4,,,
Switzerland,CHE,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91162507,97.95874387,98.04455472,98.1901189,98.33571722,98.48134041,98.6269942,98.77267536,98.89008735,99.00756974,99.12514923,99.24278638,99.36048239,99.47823718,99.53965761,99.53933489,99.53900522,99.53931048,,
Switzerland,CHE,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81270556,97.91974117,98.05216694,98.21252416,98.37288139,98.53323861,98.69359583,98.85395306,99.01431028,99.17466751,99.33502473,99.49538195,99.65573918,99.8160964,99.8998999,99.8998999,99.8998999,99.8998999,,
Switzerland,CHE,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.18433967,98.06623018,98.0235485,98.12822064,98.23289279,98.33756493,98.44223707,98.54690921,98.54454585,98.54218249,98.53981913,98.53745578,98.53509242,98.53272906,98.5303657,98.52800234,98.52563898,98.52563898,,
Switzerland,CHE,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.1,,,,,0.1,,,,,0.1,0.1,,,
Switzerland,CHE,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,,,,0.1,,,,,0.1,0.1,,,
Switzerland,CHE,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,,,,0.1,,,,,0.1,0.1,,,
Switzerland,CHE,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,,
Switzerland,CHE,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,5.7
Switzerland,CHE,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,6.7,,,,,,,
Switzerland,CHE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,
Switzerland,CHE,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8998749,99.89966912,99.89904071,99.89841019,99.89778751,99.89716112,99.89653763,99.89591375,99.89529751,99.89467432,99.89406039,99.89343939,99.89282211,99.89220558,99.89159035,99.89097323,99.89036265,99.89037352,,
Switzerland,CHE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,99.8998999,,
Switzerland,CHE,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8997996,99.8990331,99.89666975,99.89430639,99.89194303,99.88957967,99.88721631,99.88485295,99.8824896,99.88012624,99.87776288,99.87539952,99.87303616,99.8706728,99.86830944,99.86594609,99.86358273,99.86358273,,
Switzerland,CHE,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,
Switzerland,CHE,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,,,,,,,,,,,2.92028E+11,3.06274E+11,3.17243E+11,3.25798E+11,3.28135E+11,2.94421E+11,2.93676E+11,3.00067E+11,3.10118E+11,3.23713E+11,3.41548E+11,3.3601E+11,3.38261E+11,3.46117E+11,3.42361E+11,3.51357E+11,3.73189E+11,3.80965E+11,3.90708E+11,4.09364E+11,4.30173E+11,4.24568E+11,4.19817E+11,4.17993E+11,4.28226E+11,4.34666E+11,4.38005E+11,4.38322E+11,4.56376E+11,4.6391E+11,4.71268E+11,4.80237E+11,4.80824E+11,4.84519E+11,4.82482E+11,5.04477E+11,5.16294E+11,5.18542E+11,5.31799E+11,5.44127E+11,5.41844E+11,5.63362E+11,5.55692E+11,5.51203E+11,5.65098E+11,5.77696E+11,5.82328E+11,5.92952E+11,5.97516E+11,
Switzerland,CHE,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,,,,,,,,,,,2.80526E+11,2.94218E+11,3.04907E+11,3.13129E+11,3.15279E+11,2.83799E+11,2.83263E+11,2.89472E+11,2.99032E+11,3.11766E+11,3.28559E+11,3.23575E+11,3.25697E+11,3.33153E+11,3.29881E+11,3.38543E+11,3.59135E+11,3.66728E+11,3.761E+11,3.9388E+11,4.13457E+11,4.08546E+11,4.04232E+11,4.02463E+11,4.1215E+11,4.1824E+11,4.21514E+11,4.22031E+11,4.39068E+11,4.46378E+11,4.53484E+11,4.62087E+11,4.62749E+11,4.66292E+11,4.64688E+11,4.85342E+11,4.96505E+11,4.98975E+11,5.11517E+11,5.23238E+11,5.2144E+11,5.41543E+11,5.3488E+11,5.31248E+11,5.44412E+11,5.56423E+11,5.61011E+11,5.71114E+11,5.75524E+11,
Switzerland,CHE,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,,,,,,,,,,,1.0799E+11,1.22569E+11,1.37836E+11,1.53716E+11,1.68E+11,1.56105E+11,1.56458E+11,1.61816E+11,1.69024E+11,1.82757E+11,2.0359E+11,2.12422E+11,2.2504E+11,2.35679E+11,2.42075E+11,2.5729E+11,2.75069E+11,2.84053E+11,3.01497E+11,3.25548E+11,3.56651E+11,3.67899E+11,3.70795E+11,3.73501E+11,3.82425E+11,3.87852E+11,3.92442E+11,3.94575E+11,4.08348E+11,4.14822E+11,4.31282E+11,4.43815E+11,4.38214E+11,4.43489E+11,4.46277E+11,4.71999E+11,4.94556E+11,5.1101E+11,5.37128E+11,5.44841E+11,5.43813E+11,5.68854E+11,5.61362E+11,5.61255E+11,5.73784E+11,5.77696E+11,5.85324E+11,5.98856E+11,6.05241E+11,
Switzerland,CHE,Gross national expenditure (current US$),NE.DAB.TOTL.CD,,,,,,,,,,,24694663069,29649696558,36089373498,48570439206,56388977377,60475436098,62593072532,67324945538,94532542002,1.09916E+11,1.21495E+11,1.08147E+11,1.10841E+11,1.12276E+11,1.03024E+11,1.04713E+11,1.5291E+11,1.90486E+11,2.06039E+11,1.99002E+11,2.56731E+11,2.56554E+11,2.63686E+11,2.52776E+11,2.79612E+11,3.27993E+11,3.1751E+11,2.71877E+11,2.81658E+11,2.76143E+11,2.55378E+11,2.62986E+11,2.81159E+11,3.29315E+11,3.58888E+11,3.79055E+11,3.94446E+11,4.257E+11,4.95917E+11,5.00727E+11,5.2144E+11,6.40571E+11,5.98668E+11,6.05516E+11,6.26298E+11,6.00278E+11,5.93999E+11,6.08166E+11,6.1893E+11,
Switzerland,CHE,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,,,,,,,,,,,36.97928685,40.01931263,43.44812257,47.18136131,51.19830148,53.02114733,53.27553183,53.92638827,54.50311038,56.45639374,59.60804155,63.21876917,66.52839186,68.09248189,70.70735569,73.22741817,73.70765932,74.56146021,77.16679624,79.52531371,82.90873969,86.65258469,88.32318245,89.35590593,89.3046131,89.22983251,89.59779081,90.01951701,89.47623345,89.41855303,91.51535868,92.41590145,91.13813366,91.5318522,92.49603891,93.5621045,95.78969401,98.54761524,101.0021432,100.1312388,100.3633499,100.9748968,101.0202658,101.8236209,101.5370315,100,100.5145064,100.9956512,101.2929111,
Switzerland,CHE,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,63.71410958,63.36469281,63.4104461,64.02674874,64.8694459,68.05305549,69.69548438,70.3567015,69.5958677,70.32439987,70.03736674,69.99792426,70.3264515,71.51372249,70.09927496,69.55633506,69.23147909,69.15520509,68.12856013,67.42007876,66.80475068,68.70727378,70.40131973,70.20197967,69.38919543,69.78673517,70.7368547,70.72800289,70.22642535,70.54390563,69.15970501,69.43919214,69.91395059,70.24962089,69.53764707,68.7338448,66.33689833,64.4402668,64.1278391,66.25108949,65.45745502,64.82997373,65.22981394,65.4000992,65.07625984,65.23045893,65.38405107,65.74383686,65.07215342,
Switzerland,CHE,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,,,,,,,,,,,2.00944E+11,2.10877E+11,2.21425E+11,2.2741E+11,2.27132E+11,2.21868E+11,2.24893E+11,2.30661E+11,2.35697E+11,2.3861E+11,2.44188E+11,2.47E+11,2.47761E+11,2.51376E+11,2.55427E+11,2.6203E+11,2.69535E+11,2.77314E+11,2.84283E+11,2.94322E+11,3.00493E+11,3.05995E+11,3.07662E+11,3.06078E+11,3.10285E+11,3.12809E+11,3.16423E+11,3.20853E+11,3.27225E+11,3.33838E+11,3.39662E+11,3.45567E+11,3.47912E+11,3.50338E+11,3.55891E+11,3.61665E+11,3.66056E+11,3.7375E+11,3.79058E+11,3.8513E+11,3.91373E+11,3.9495E+11,4.03613E+11,4.13981E+11,4.19911E+11,4.26775E+11,4.32723E+11,4.37975E+11,4.41638E+11,
Switzerland,CHE,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,,,,,,,,,,,,4.943185948,5.002084861,2.702969998,-0.122459058,-2.317405397,1.363056117,2.564837051,2.183588611,1.235563308,2.337970016,1.151519755,0.307874992,1.459145114,1.611815542,2.584838323,2.864166026,2.886288633,2.512887601,3.531424006,2.096571694,1.830978977,0.544847662,-0.514959205,1.374493298,0.813497108,1.155294379,1.40007147,1.986039025,2.020769446,1.744789722,1.738526183,0.678503108,0.697277051,1.584926142,1.622397029,1.214093453,2.102033928,1.420049308,1.602064498,1.620811231,0.914156975,2.193288208,2.568731597,1.432653006,1.634650307,1.39347424,1.213765836,0.836429264,
Switzerland,CHE,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,,,,,,,,,,,1.96198E+11,2.05897E+11,2.16196E+11,2.2204E+11,2.21768E+11,2.16629E+11,2.19581E+11,2.25213E+11,2.30131E+11,2.32974E+11,2.38421E+11,2.41167E+11,2.41909E+11,2.45439E+11,2.49395E+11,2.55842E+11,2.63169E+11,2.70765E+11,2.77569E+11,2.87371E+11,2.93396E+11,2.98768E+11,3.00396E+11,2.98849E+11,3.02957E+11,3.05421E+11,3.0895E+11,3.13275E+11,3.19497E+11,3.25954E+11,3.31641E+11,3.37406E+11,3.39696E+11,3.42064E+11,3.47486E+11,3.53123E+11,3.57411E+11,3.64924E+11,3.70106E+11,3.76035E+11,3.8213E+11,3.85623E+11,3.94081E+11,4.04204E+11,4.09995E+11,4.16697E+11,4.22503E+11,4.27631E+11,4.31208E+11,
Switzerland,CHE,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,,,,,,,,,,,67632865000,76409257000,86646570600,97496202400,1.07164E+11,1.11671E+11,1.15839E+11,1.20092E+11,1.23589E+11,1.30539E+11,1.3967E+11,1.49856E+11,1.59506E+11,1.67099E+11,1.75065E+11,1.8418E+11,1.92393E+11,1.9951E+11,2.08655E+11,2.22878E+11,2.39499E+11,2.57266E+11,2.69092E+11,2.74215E+11,2.77732E+11,2.82737E+11,2.88601E+11,2.94105E+11,3.00398E+11,3.07224E+11,3.17752E+11,3.26516E+11,3.28447E+11,3.33875E+11,3.40834E+11,3.49787E+11,3.58411E+11,3.71233E+11,3.85043E+11,3.9036E+11,3.98525E+11,4.0276E+11,4.08609E+11,4.17368E+11,4.22812E+11,4.26775E+11,4.32518E+11,4.40183E+11,4.48702E+11,
Switzerland,CHE,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,15466010748,18483576526,22686505538,30806434024,35969588259,43261367605,46342836974,49965654545,69121386969,78510399832,83350303754,76293524488,78562726888,79605019961,74505208665,74958158032,1.0695E+11,1.33792E+11,1.42592E+11,1.36242E+11,1.72401E+11,1.79404E+11,1.91361E+11,1.85581E+11,2.03065E+11,2.39101E+11,2.33496E+11,2.02649E+11,2.07199E+11,2.04516E+11,1.88153E+11,1.93479E+11,2.10732E+11,2.47921E+11,2.74092E+11,2.80908E+11,2.8586E+11,3.09257E+11,3.55501E+11,3.58754E+11,3.8213E+11,4.53537E+11,4.35764E+11,4.50282E+11,4.61509E+11,4.43458E+11,4.38929E+11,4.47026E+11,4.5885E+11,
Switzerland,CHE,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,,,,,,,,,,,55.61643997,54.85202803,54.9247218,55.22346346,55.71948005,58.06383548,59.23597168,60.10941428,59.4190565,60.09292475,59.99736254,59.78916608,59.85977258,60.74934078,59.54833694,58.89097326,58.41693815,58.39490537,57.16720497,56.00730164,55.23341208,56.68629436,57.92066766,57.91655069,57.12856781,57.63003172,58.4823731,58.78650488,58.51161068,58.80110187,57.58261691,57.76087208,57.85075102,58.00316557,57.53131035,56.91127966,55.02327819,53.53099941,53.08439651,54.47474956,53.85536518,53.14860988,53.37095367,53.46834775,53.10532719,53.29739075,53.38611774,53.71375504,53.25973368,
Switzerland,CHE,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62566E+11,1.65526E+11,1.66302E+11,1.65684E+11,1.67705E+11,1.69185E+11,1.71182E+11,1.73904E+11,1.77648E+11,1.81268E+11,1.84521E+11,1.88343E+11,1.89182E+11,1.89999E+11,1.93259E+11,1.96339E+11,1.99114E+11,2.03857E+11,2.06835E+11,2.09542E+11,2.13194E+11,2.14781E+11,2.19803E+11,2.25566E+11,2.28436E+11,2.32425E+11,2.3573E+11,2.38625E+11,2.40919E+11,
Switzerland,CHE,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01056E+11,1.06336E+11,1.09683E+11,1.11997E+11,1.15728E+11,1.19208E+11,1.24023E+11,1.29665E+11,1.32951E+11,1.3587E+11,1.40025E+11,1.4597E+11,1.50102E+11,1.52038E+11,1.58041E+11,1.62915E+11,1.71857E+11,1.85499E+11,1.97424E+11,2.03001E+11,2.0713E+11,2.14781E+11,2.2195E+11,2.34781E+11,2.40817E+11,2.46754E+11,2.51037E+11,2.61558E+11,2.6841E+11,
Switzerland,CHE,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,,,,,,,,,,,,4.21267676,4.636617333,2.004794555,-1.02065914,-2.880684559,1.645624696,3.379923057,2.210859974,1.071078448,2.220507435,0.412185048,-0.331942567,0.825192857,1.255361238,1.685844861,2.267928174,2.348613959,1.386578043,1.702120975,0.539381249,0.555816333,-0.632612253,-1.274739887,0.415768971,0.210722135,0.734472171,1.34587855,1.849571773,1.552735504,1.224110175,1.427348582,-0.311741961,-0.310477216,1.019364273,0.944803469,0.7788179,1.471005751,0.180142664,0.050537326,0.688600494,-0.369216514,1.257281098,1.448426773,0.044396864,0.594603464,0.320500916,0.287860806,0.194244943,
Switzerland,CHE,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,,,,,,,,,,,26689.29941,27813.63332,29103.24507,29686.70534,29383.70527,28537.25341,29006.8695,29987.27937,30650.25612,30978.54441,31666.42529,31796.94956,31691.40195,31952.91714,32354.04167,32899.48062,33645.61721,34435.82288,34913.30243,35507.56908,35699.09025,35897.51162,35670.41957,35215.7145,35362.13051,35436.64635,35696.91866,36177.35583,36846.48199,37418.6104,37876.65541,38417.28732,38297.52451,38178.61942,38567.79863,38932.18853,39235.39938,39812.55436,39884.27376,39904.43021,40179.21231,40030.86402,40534.16451,41121.2722,41139.52876,41384.14582,41516.78239,41636.29293,41717.16932,
