STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/10/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/11/2008,,,6.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/12/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/13/2008,,,3.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/15/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/16/2008,,,47.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/17/2008,,,11.7,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/18/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/19/2008,,,34.3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/20/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/21/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/22/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/23/2008,,,3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/24/2008,,,18,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/25/2008,,,10.2,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/26/2008,,,23.4,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/27/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/29/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/30/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",1/31/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/1/2008,,,36.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/3/2008,,,3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/4/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/5/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/6/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/7/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/8/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/10/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/11/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/12/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/13/2008,,,11.7,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/15/2008,,,1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/16/2008,,,7.4,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/17/2008,,,10.9,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/18/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/19/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/20/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/21/2008,,,5.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/22/2008,,,3.3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/23/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/24/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/25/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/26/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/27/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",2/29/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/1/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/3/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/4/2008,,,4.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/5/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/6/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/7/2008,,,14.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/8/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/10/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/11/2008,,,22.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/12/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/13/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/15/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/16/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/17/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/18/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/19/2008,,,1.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/21/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/22/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/23/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/24/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/25/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/27/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/29/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/30/2008,,,1.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",3/31/2008,,,5.3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/1/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/3/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/4/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/5/2008,,,8.9,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/6/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/7/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/8/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/10/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/11/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/12/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/13/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/15/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/16/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/17/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/18/2008,,,3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/19/2008,,,18.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/20/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/21/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/22/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/23/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/24/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/25/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/26/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/27/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/29/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",4/30/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/1/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/3/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/4/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/5/2008,,,2.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/6/2008,,,36.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/7/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/8/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/10/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/11/2008,,,4.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/12/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/13/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/15/2008,,,55.6,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/16/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/17/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/18/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/19/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/20/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/21/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/22/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/23/2008,,,7.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/24/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/25/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/26/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/27/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/29/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/30/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",5/31/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/1/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/3/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/4/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/5/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/6/2008,,,0.3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/7/2008,,,2,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/8/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/11/2008,,,18,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/13/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/15/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/16/2008,,,6.6,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/17/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/18/2008,,,33.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/19/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/20/2008,,,18.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/21/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/22/2008,,,17,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/23/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/24/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/25/2008,,,1.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/26/2008,,,32.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/27/2008,,,22.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/28/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/29/2008,,,2,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",6/30/2008,,,0.5,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/1/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/2/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/3/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/4/2008,,,1.3,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/5/2008,,,19.1,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/6/2008,,,0.8,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/7/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/8/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/9/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/10/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/11/2008,,,22.4,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/12/2008,,,20.6,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/13/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/14/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/15/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/16/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/17/2008,,,0,0,,,,
US1TXOR0001,"BRIDGE CITY 1.3 NW, TX US",7/18/2008,,,0,0,,,,
