STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USW00053152,"SANTA BARBARA 11 W, CA US",1/20/2009,0,,21.9,7.2
USW00053152,"SANTA BARBARA 11 W, CA US",1/21/2009,1.2,,21.4,12
USW00053152,"SANTA BARBARA 11 W, CA US",1/22/2009,5.2,,18.2,12.5
USW00053152,"SANTA BARBARA 11 W, CA US",1/23/2009,10.5,,16,13.2
USW00053152,"SANTA BARBARA 11 W, CA US",1/24/2009,0.8,,15.2,8.8
USW00053152,"SANTA BARBARA 11 W, CA US",1/25/2009,0,,15.7,8.9
USW00053152,"SANTA BARBARA 11 W, CA US",1/26/2009,0,,16.4,5.7
USW00053152,"SANTA BARBARA 11 W, CA US",1/27/2009,0,,14.7,3.4
USW00053152,"SANTA BARBARA 11 W, CA US",1/28/2009,0,,16.2,2.1
USW00053152,"SANTA BARBARA 11 W, CA US",1/29/2009,0,,17.7,4.5
USW00053152,"SANTA BARBARA 11 W, CA US",1/30/2009,0,,19.5,4.8
USW00053152,"SANTA BARBARA 11 W, CA US",1/31/2009,0,,16.5,3.8
USW00053152,"SANTA BARBARA 11 W, CA US",2/1/2009,0.2,,15.6,4.3
USW00053152,"SANTA BARBARA 11 W, CA US",2/2/2009,0.2,,23.7,4.4
USW00053152,"SANTA BARBARA 11 W, CA US",2/3/2009,0,,23.8,4.1
USW00053152,"SANTA BARBARA 11 W, CA US",2/4/2009,0,,19.8,5
USW00053152,"SANTA BARBARA 11 W, CA US",2/5/2009,17.2,,14.2,11.5
USW00053152,"SANTA BARBARA 11 W, CA US",2/6/2009,16.5,,14.4,10.9
USW00053152,"SANTA BARBARA 11 W, CA US",2/7/2009,15.2,,14,5.4
USW00053152,"SANTA BARBARA 11 W, CA US",2/8/2009,0.3,,15,4.8
USW00053152,"SANTA BARBARA 11 W, CA US",2/9/2009,7.5,,13,5.7
USW00053152,"SANTA BARBARA 11 W, CA US",2/10/2009,0,,14.8,2.1
USW00053152,"SANTA BARBARA 11 W, CA US",2/11/2009,0.3,,12.1,2.9
USW00053152,"SANTA BARBARA 11 W, CA US",2/12/2009,0,,14.7,5.5
USW00053152,"SANTA BARBARA 11 W, CA US",2/13/2009,14.1,,12.1,4
USW00053152,"SANTA BARBARA 11 W, CA US",2/14/2009,0,,12.9,1.4
USW00053152,"SANTA BARBARA 11 W, CA US",2/15/2009,0,,13.7,5.8
USW00053152,"SANTA BARBARA 11 W, CA US",2/16/2009,23.6,,13.9,7.1
USW00053152,"SANTA BARBARA 11 W, CA US",2/17/2009,4.9,,13.8,6
USW00053152,"SANTA BARBARA 11 W, CA US",2/18/2009,0,,14.6,4.3
USW00053152,"SANTA BARBARA 11 W, CA US",2/19/2009,0.3,,17.7,3.1
USW00053152,"SANTA BARBARA 11 W, CA US",2/20/2009,0.4,,16.6,4.1
USW00053152,"SANTA BARBARA 11 W, CA US",2/21/2009,0,,16.9,5.6
USW00053152,"SANTA BARBARA 11 W, CA US",2/22/2009,1.1,,18.6,12.2
USW00053152,"SANTA BARBARA 11 W, CA US",2/23/2009,1.5,,18.3,8.8
USW00053152,"SANTA BARBARA 11 W, CA US",2/24/2009,0,,15.6,6.3
USW00053152,"SANTA BARBARA 11 W, CA US",2/25/2009,0.2,,18,7.2
USW00053152,"SANTA BARBARA 11 W, CA US",2/26/2009,0.3,,18,6.2
USW00053152,"SANTA BARBARA 11 W, CA US",2/27/2009,0,,15.6,8
USW00053152,"SANTA BARBARA 11 W, CA US",2/28/2009,0.2,,21.4,7.2
USW00053152,"SANTA BARBARA 11 W, CA US",3/1/2009,0.3,,22.3,8
USW00053152,"SANTA BARBARA 11 W, CA US",3/2/2009,0,,19.2,12.4
USW00053152,"SANTA BARBARA 11 W, CA US",3/3/2009,0.6,,16.4,7.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/4/2009,11,,14.4,4.6
USW00053152,"SANTA BARBARA 11 W, CA US",3/5/2009,0.3,,14.7,3.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/6/2009,0.3,,16.5,4
USW00053152,"SANTA BARBARA 11 W, CA US",3/7/2009,0.4,,14.4,4
USW00053152,"SANTA BARBARA 11 W, CA US",3/8/2009,0.3,,14.9,4.5
USW00053152,"SANTA BARBARA 11 W, CA US",3/9/2009,0,,15.5,5.8
USW00053152,"SANTA BARBARA 11 W, CA US",3/10/2009,0.3,,14.5,3.8
USW00053152,"SANTA BARBARA 11 W, CA US",3/11/2009,0.3,,13.7,5.7
USW00053152,"SANTA BARBARA 11 W, CA US",3/12/2009,0.4,,15.2,5.7
USW00053152,"SANTA BARBARA 11 W, CA US",3/13/2009,0.2,,15.6,6
USW00053152,"SANTA BARBARA 11 W, CA US",3/14/2009,0.6,,15.6,7.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/15/2009,0.6,,15.4,6.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/16/2009,0.6,,16,6.3
USW00053152,"SANTA BARBARA 11 W, CA US",3/17/2009,0.4,,17.7,7.3
USW00053152,"SANTA BARBARA 11 W, CA US",3/18/2009,0.5,,19.6,7.8
USW00053152,"SANTA BARBARA 11 W, CA US",3/19/2009,0.4,,14.8,11.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/20/2009,0.2,,13.7,11.2
USW00053152,"SANTA BARBARA 11 W, CA US",3/21/2009,2.4,,14.5,11.1
USW00053152,"SANTA BARBARA 11 W, CA US",3/22/2009,6.8,,14.5,8.9
USW00053152,"SANTA BARBARA 11 W, CA US",3/23/2009,0,,17.3,5.6
USW00053152,"SANTA BARBARA 11 W, CA US",3/24/2009,0,,18.2,4.3
USW00053152,"SANTA BARBARA 11 W, CA US",3/25/2009,0,,20.6,6
USW00053152,"SANTA BARBARA 11 W, CA US",3/26/2009,0,,20.8,12.5
USW00053152,"SANTA BARBARA 11 W, CA US",3/27/2009,0,,17.9,9.4
USW00053152,"SANTA BARBARA 11 W, CA US",3/28/2009,0,,18.4,7.5
USW00053152,"SANTA BARBARA 11 W, CA US",3/29/2009,0,,15.7,8.4
USW00053152,"SANTA BARBARA 11 W, CA US",3/30/2009,0,,17,6
USW00053152,"SANTA BARBARA 11 W, CA US",3/31/2009,0,,16.8,5
USW00053152,"SANTA BARBARA 11 W, CA US",4/1/2009,0,,17.2,7.4
USW00053152,"SANTA BARBARA 11 W, CA US",4/2/2009,0,,15.3,9.3
USW00053152,"SANTA BARBARA 11 W, CA US",4/3/2009,0.3,,22.7,5.6
USW00053152,"SANTA BARBARA 11 W, CA US",4/4/2009,0,,17,5.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/5/2009,0,,22.5,4.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/6/2009,0,,18.5,5.8
USW00053152,"SANTA BARBARA 11 W, CA US",4/7/2009,4.5,,16,7.2
USW00053152,"SANTA BARBARA 11 W, CA US",4/8/2009,2.7,,15.7,6.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/9/2009,0,,16.1,5.9
USW00053152,"SANTA BARBARA 11 W, CA US",4/10/2009,0,,17.1,9.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/11/2009,0,,17.7,8.5
USW00053152,"SANTA BARBARA 11 W, CA US",4/12/2009,0,,16.6,7.4
USW00053152,"SANTA BARBARA 11 W, CA US",4/13/2009,0,,17.1,9.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/14/2009,0,,19.4,8.2
USW00053152,"SANTA BARBARA 11 W, CA US",4/15/2009,0,,15.6,7.2
USW00053152,"SANTA BARBARA 11 W, CA US",4/16/2009,0,,18.6,4.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/17/2009,0,,16.4,6.5
USW00053152,"SANTA BARBARA 11 W, CA US",4/18/2009,0,,17.9,8.6
USW00053152,"SANTA BARBARA 11 W, CA US",4/19/2009,0,,22.3,7.8
USW00053152,"SANTA BARBARA 11 W, CA US",4/20/2009,0.3,,29.3,10.9
USW00053152,"SANTA BARBARA 11 W, CA US",4/21/2009,0,,21.4,10.7
USW00053152,"SANTA BARBARA 11 W, CA US",4/22/2009,0,,15.6,11.4
USW00053152,"SANTA BARBARA 11 W, CA US",4/23/2009,0,,15.6,12
USW00053152,"SANTA BARBARA 11 W, CA US",4/24/2009,0,,16.8,8.8
USW00053152,"SANTA BARBARA 11 W, CA US",4/25/2009,0.2,,20,4.1
USW00053152,"SANTA BARBARA 11 W, CA US",4/26/2009,0,,18.6,6.3
USW00053152,"SANTA BARBARA 11 W, CA US",4/27/2009,0,,16.7,6.5
USW00053152,"SANTA BARBARA 11 W, CA US",4/28/2009,0,,17.4,5.2
USW00053152,"SANTA BARBARA 11 W, CA US",4/29/2009,0,,17.7,4.8
USW00053152,"SANTA BARBARA 11 W, CA US",4/30/2009,0,,18.4,6.5
USW00053152,"SANTA BARBARA 11 W, CA US",5/1/2009,0,,23,10.9
USW00053152,"SANTA BARBARA 11 W, CA US",5/2/2009,0,,19.7,11.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/3/2009,0,,24.8,10.5
USW00053152,"SANTA BARBARA 11 W, CA US",5/4/2009,0,,21.1,13.3
USW00053152,"SANTA BARBARA 11 W, CA US",5/5/2009,0,,29.5,12.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/6/2009,0,,29.9,14.7
USW00053152,"SANTA BARBARA 11 W, CA US",5/7/2009,0,,28.2,14.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/8/2009,0,,26.6,10.7
USW00053152,"SANTA BARBARA 11 W, CA US",5/9/2009,0,,18.2,11.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/10/2009,0,,17,10.9
USW00053152,"SANTA BARBARA 11 W, CA US",5/11/2009,0,,16.7,9.8
USW00053152,"SANTA BARBARA 11 W, CA US",5/12/2009,0,,18.5,9.7
USW00053152,"SANTA BARBARA 11 W, CA US",5/13/2009,0,,22.6,8.8
USW00053152,"SANTA BARBARA 11 W, CA US",5/14/2009,0,,22.6,13
USW00053152,"SANTA BARBARA 11 W, CA US",5/15/2009,0,,18.6,12.5
USW00053152,"SANTA BARBARA 11 W, CA US",5/16/2009,0,,17.7,12.2
USW00053152,"SANTA BARBARA 11 W, CA US",5/17/2009,0,,20.1,12.3
USW00053152,"SANTA BARBARA 11 W, CA US",5/18/2009,0.2,,17.6,12.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/19/2009,0,,17.4,11.8
USW00053152,"SANTA BARBARA 11 W, CA US",5/20/2009,0,,17.2,11.3
USW00053152,"SANTA BARBARA 11 W, CA US",5/21/2009,0,,19.2,10.4
USW00053152,"SANTA BARBARA 11 W, CA US",5/22/2009,0,,17.9,10
USW00053152,"SANTA BARBARA 11 W, CA US",5/23/2009,0,,18.3,10.2
USW00053152,"SANTA BARBARA 11 W, CA US",5/24/2009,0.2,,17.8,9.7
USW00053152,"SANTA BARBARA 11 W, CA US",5/25/2009,0.3,,17.5,7.9
USW00053152,"SANTA BARBARA 11 W, CA US",5/26/2009,0.2,,16.9,9.4
USW00053152,"SANTA BARBARA 11 W, CA US",5/27/2009,0,,18.9,10.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/28/2009,0,,17.9,12.3
USW00053152,"SANTA BARBARA 11 W, CA US",5/29/2009,0,,16.8,13.3
USW00053152,"SANTA BARBARA 11 W, CA US",5/30/2009,0,,18.3,13.1
USW00053152,"SANTA BARBARA 11 W, CA US",5/31/2009,0,,19.3,12.2
USW00053152,"SANTA BARBARA 11 W, CA US",6/1/2009,0,,17.5,11.7
USW00053152,"SANTA BARBARA 11 W, CA US",6/2/2009,0,,19.7,13.3
USW00053152,"SANTA BARBARA 11 W, CA US",6/3/2009,0,,19.6,11.3
USW00053152,"SANTA BARBARA 11 W, CA US",6/4/2009,0,,21.6,10.2
USW00053152,"SANTA BARBARA 11 W, CA US",6/5/2009,14.5,,20.3,11.7
USW00053152,"SANTA BARBARA 11 W, CA US",6/6/2009,0,,20,13.5
USW00053152,"SANTA BARBARA 11 W, CA US",6/7/2009,0,,20.9,12.9
USW00053152,"SANTA BARBARA 11 W, CA US",6/8/2009,0,,20.4,11.3
USW00053152,"SANTA BARBARA 11 W, CA US",6/9/2009,0,,20.7,12
USW00053152,"SANTA BARBARA 11 W, CA US",6/10/2009,0,,21.2,12.1
USW00053152,"SANTA BARBARA 11 W, CA US",6/11/2009,0,,21,11.1
USW00053152,"SANTA BARBARA 11 W, CA US",6/12/2009,0,,20.8,11.9
USW00053152,"SANTA BARBARA 11 W, CA US",6/13/2009,0,,22,11.8
USW00053152,"SANTA BARBARA 11 W, CA US",6/14/2009,0,,21.6,10.6
USW00053152,"SANTA BARBARA 11 W, CA US",6/15/2009,0,,20.3,11.5
USW00053152,"SANTA BARBARA 11 W, CA US",6/16/2009,0,,21.4,13.8
USW00053152,"SANTA BARBARA 11 W, CA US",6/17/2009,0,,21.3,12.3
USW00053152,"SANTA BARBARA 11 W, CA US",6/18/2009,0,,21.1,12.2
USW00053152,"SANTA BARBARA 11 W, CA US",6/19/2009,0,,20.2,15.2
USW00053152,"SANTA BARBARA 11 W, CA US",6/20/2009,0,,22.4,12.7
USW00053152,"SANTA BARBARA 11 W, CA US",6/21/2009,0,,21.8,9.5
USW00053152,"SANTA BARBARA 11 W, CA US",6/22/2009,0,,19.7,10.5
USW00053152,"SANTA BARBARA 11 W, CA US",6/23/2009,0,,20,14.4
USW00053152,"SANTA BARBARA 11 W, CA US",6/24/2009,0,,19.9,11.3
USW00053152,"SANTA BARBARA 11 W, CA US",6/25/2009,0,,19.2,10.7
USW00053152,"SANTA BARBARA 11 W, CA US",6/26/2009,0,,18.9,13
USW00053152,"SANTA BARBARA 11 W, CA US",6/27/2009,0,,18.8,13
USW00053152,"SANTA BARBARA 11 W, CA US",6/28/2009,0,,17.9,13.1
USW00053152,"SANTA BARBARA 11 W, CA US",6/29/2009,0,,18.3,13.4
USW00053152,"SANTA BARBARA 11 W, CA US",6/30/2009,0,,18.8,13.1
USW00053152,"SANTA BARBARA 11 W, CA US",7/1/2009,0,,19.6,12.8
USW00053152,"SANTA BARBARA 11 W, CA US",7/2/2009,0,,18.9,13.2
USW00053152,"SANTA BARBARA 11 W, CA US",7/3/2009,0,,19.5,12.5
USW00053152,"SANTA BARBARA 11 W, CA US",7/4/2009,0,,19.8,11
