"Plot Title: 20724107"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20724107, SEN S/N: 20724107, LBL: Gertrude (Tranquada Lot))","Coupler Attached (LGR S/N: 20724107, SEN S/N: 20724107)","Host Connected (LGR S/N: 20724107, SEN S/N: 20724107)","Stopped (LGR S/N: 20724107, SEN S/N: 20724107)","End Of File (LGR S/N: 20724107, SEN S/N: 20724107)"
286,11/22/19 11:15:00 PM,50.995,,,,
287,11/22/19 11:30:00 PM,49.937,,,,
288,11/22/19 11:45:00 PM,49.937,,,,
289,11/23/19 12:00:00 AM,49.228,,,,
290,11/23/19 12:15:00 AM,49.404,,,,
291,11/23/19 12:30:00 AM,48.871,,,,
292,11/23/19 12:45:00 AM,49.050,,,,
293,11/23/19 01:00:00 AM,49.404,,,,
294,11/23/19 01:15:00 AM,49.228,,,,
295,11/23/19 01:30:00 AM,49.759,,,,
296,11/23/19 01:45:00 AM,49.582,,,,
297,11/23/19 02:00:00 AM,49.759,,,,
298,11/23/19 02:15:00 AM,49.759,,,,
299,11/23/19 02:30:00 AM,50.113,,,,
300,11/23/19 02:45:00 AM,50.466,,,,
301,11/23/19 03:00:00 AM,50.113,,,,
302,11/23/19 03:15:00 AM,49.582,,,,
303,11/23/19 03:30:00 AM,49.582,,,,
304,11/23/19 03:45:00 AM,50.643,,,,
305,11/23/19 04:00:00 AM,50.643,,,,
306,11/23/19 04:15:00 AM,50.466,,,,
307,11/23/19 04:30:00 AM,48.871,,,,
308,11/23/19 04:45:00 AM,48.339,,,,
309,11/23/19 05:00:00 AM,48.517,,,,
310,11/23/19 05:15:00 AM,47.802,,,,
311,11/23/19 05:30:00 AM,47.624,,,,
312,11/23/19 05:45:00 AM,47.446,,,,
313,11/23/19 06:00:00 AM,47.266,,,,
314,11/23/19 06:15:00 AM,46.908,,,,
315,11/23/19 06:30:00 AM,46.369,,,,
316,11/23/19 06:45:00 AM,46.188,,,,
317,11/23/19 07:00:00 AM,46.548,,,,
318,11/23/19 07:15:00 AM,47.088,,,,
319,11/23/19 07:30:00 AM,47.802,,,,
320,11/23/19 07:45:00 AM,49.582,,,,
321,11/23/19 08:00:00 AM,50.290,,,,
322,11/23/19 08:15:00 AM,52.225,,,,
323,11/23/19 08:30:00 AM,54.147,,,,
324,11/23/19 08:45:00 AM,55.364,,,,
325,11/23/19 09:00:00 AM,55.884,,,,
326,11/23/19 09:15:00 AM,56.577,,,,
327,11/23/19 09:30:00 AM,57.614,,,,
328,11/23/19 09:45:00 AM,58.131,,,,
329,11/23/19 10:00:00 AM,59.508,,,,
330,11/23/19 10:15:00 AM,60.883,,,,
331,11/23/19 10:30:00 AM,61.398,,,,
332,11/23/19 10:45:00 AM,61.912,,,,
333,11/23/19 11:00:00 AM,63.111,,,,
334,11/23/19 11:15:00 AM,63.111,,,,
335,11/23/19 11:30:00 AM,64.825,,,,
336,11/23/19 11:45:00 AM,65.851,,,,
337,11/23/19 12:00:00 PM,66.022,,,,
338,11/23/19 12:15:00 PM,66.193,,,,
339,11/23/19 12:30:00 PM,66.022,,,,
340,11/23/19 12:45:00 PM,66.537,,,,
341,11/23/19 01:00:00 PM,66.879,,,,
342,11/23/19 01:15:00 PM,66.879,,,,
343,11/23/19 01:30:00 PM,67.221,,,,
344,11/23/19 01:45:00 PM,67.564,,,,
345,11/23/19 02:00:00 PM,67.735,,,,
346,11/23/19 02:15:00 PM,68.077,,,,
347,11/23/19 02:30:00 PM,67.735,,,,
348,11/23/19 02:45:00 PM,67.564,,,,
349,11/23/19 03:00:00 PM,67.392,,,,
350,11/23/19 03:15:00 PM,66.879,,,,
351,11/23/19 03:30:00 PM,66.879,,,,
352,11/23/19 03:45:00 PM,67.050,,,,
353,11/23/19 04:00:00 PM,66.366,,,,
354,11/23/19 04:15:00 PM,64.825,,,,
355,11/23/19 04:30:00 PM,63.968,,,,
356,11/23/19 04:45:00 PM,62.083,,,,
357,11/23/19 05:00:00 PM,60.368,,,,
358,11/23/19 05:15:00 PM,59.680,,,,
359,11/23/19 05:30:00 PM,60.195,,,,
360,11/23/19 05:45:00 PM,59.851,,,,
361,11/23/19 06:00:00 PM,59.680,,,,
362,11/23/19 06:15:00 PM,59.164,,,,
363,11/23/19 06:30:00 PM,59.164,,,,
364,11/23/19 06:45:00 PM,58.993,,,,
365,11/23/19 07:00:00 PM,57.785,,,,
366,11/23/19 07:15:00 PM,56.750,,,,
367,11/23/19 07:30:00 PM,56.577,,,,
368,11/23/19 07:45:00 PM,56.057,,,,
369,11/23/19 08:00:00 PM,54.669,,,,
370,11/23/19 08:15:00 PM,54.495,,,,
371,11/23/19 08:30:00 PM,53.798,,,,
372,11/23/19 08:45:00 PM,53.449,,,,
373,11/23/19 09:00:00 PM,53.274,,,,
374,11/23/19 09:15:00 PM,53.100,,,,
375,11/23/19 09:30:00 PM,53.449,,,,
376,11/23/19 09:45:00 PM,53.449,,,,
377,11/23/19 10:00:00 PM,53.449,,,,
378,11/23/19 10:15:00 PM,52.750,,,,
379,11/23/19 10:30:00 PM,52.225,,,,
380,11/23/19 10:45:00 PM,51.874,,,,
381,11/23/19 11:00:00 PM,51.699,,,,
382,11/23/19 11:15:00 PM,51.874,,,,
383,11/23/19 11:30:00 PM,50.995,,,,
384,11/23/19 11:45:00 PM,50.290,,,,
385,11/24/19 12:00:00 AM,49.937,,,,
386,11/24/19 12:15:00 AM,49.582,,,,
387,11/24/19 12:30:00 AM,49.582,,,,
388,11/24/19 12:45:00 AM,49.050,,,,
389,11/24/19 01:00:00 AM,48.871,,,,
390,11/24/19 01:15:00 AM,49.404,,,,
391,11/24/19 01:30:00 AM,49.937,,,,
392,11/24/19 01:45:00 AM,49.050,,,,
393,11/24/19 02:00:00 AM,49.404,,,,
394,11/24/19 02:15:00 AM,48.517,,,,
395,11/24/19 02:30:00 AM,48.339,,,,
396,11/24/19 02:45:00 AM,47.982,,,,
397,11/24/19 03:00:00 AM,48.339,,,,
398,11/24/19 03:15:00 AM,47.802,,,,
399,11/24/19 03:30:00 AM,47.266,,,,
400,11/24/19 03:45:00 AM,46.728,,,,
401,11/24/19 04:00:00 AM,46.548,,,,
402,11/24/19 04:15:00 AM,47.088,,,,
403,11/24/19 04:30:00 AM,47.266,,,,
404,11/24/19 04:45:00 AM,46.369,,,,
405,11/24/19 05:00:00 AM,46.008,,,,
406,11/24/19 05:15:00 AM,45.466,,,,
407,11/24/19 05:30:00 AM,45.828,,,,
408,11/24/19 05:45:00 AM,45.466,,,,
409,11/24/19 06:00:00 AM,45.286,,,,
410,11/24/19 06:15:00 AM,45.466,,,,
411,11/24/19 06:30:00 AM,45.104,,,,
412,11/24/19 06:45:00 AM,45.286,,,,
413,11/24/19 07:00:00 AM,45.466,,,,
414,11/24/19 07:15:00 AM,46.369,,,,
415,11/24/19 07:30:00 AM,48.339,,,,
416,11/24/19 07:45:00 AM,49.050,,,,
417,11/24/19 08:00:00 AM,49.404,,,,
418,11/24/19 08:15:00 AM,49.050,,,,
419,11/24/19 08:30:00 AM,49.404,,,,
420,11/24/19 08:45:00 AM,50.113,,,,
421,11/24/19 09:00:00 AM,53.100,,,,
422,11/24/19 09:15:00 AM,56.404,,,,
423,11/24/19 09:30:00 AM,58.820,,,,
424,11/24/19 09:45:00 AM,60.368,,,,
425,11/24/19 10:00:00 AM,62.083,,,,
426,11/24/19 10:15:00 AM,63.797,,,,
427,11/24/19 10:30:00 AM,64.996,,,,
428,11/24/19 10:45:00 AM,65.680,,,,
429,11/24/19 11:00:00 AM,66.022,,,,
430,11/24/19 11:15:00 AM,66.366,,,,
431,11/24/19 11:30:00 AM,66.537,,,,
432,11/24/19 11:45:00 AM,68.077,,,,
433,11/24/19 12:00:00 PM,68.248,,,,
434,11/24/19 12:15:00 PM,67.392,,,,
435,11/24/19 12:30:00 PM,68.248,,,,
436,11/24/19 12:45:00 PM,68.592,,,,
437,11/24/19 01:00:00 PM,68.763,,,,
438,11/24/19 01:15:00 PM,69.449,,,,
439,11/24/19 01:30:00 PM,69.107,,,,
440,11/24/19 01:45:00 PM,69.622,,,,
441,11/24/19 02:00:00 PM,70.824,,,,
442,11/24/19 02:15:00 PM,70.824,,,,
443,11/24/19 02:30:00 PM,70.651,,,,
444,11/24/19 02:45:00 PM,70.651,,,,
445,11/24/19 03:00:00 PM,69.964,,,,
446,11/24/19 03:15:00 PM,69.964,,,,
447,11/24/19 03:30:00 PM,69.278,,,,
448,11/24/19 03:45:00 PM,69.107,,,,
449,11/24/19 04:00:00 PM,68.077,,,,
450,11/24/19 04:15:00 PM,66.193,,,,
451,11/24/19 04:30:00 PM,64.481,,,,
452,11/24/19 04:45:00 PM,62.598,,,,
453,11/24/19 05:00:00 PM,61.398,,,,
454,11/24/19 05:15:00 PM,61.054,,,,
455,11/24/19 05:30:00 PM,59.508,,,,
456,11/24/19 05:45:00 PM,58.820,,,,
457,11/24/19 06:00:00 PM,59.337,,,,
458,11/24/19 06:15:00 PM,59.164,,,,
459,11/24/19 06:30:00 PM,58.476,,,,
460,11/24/19 06:45:00 PM,57.441,,,,
461,11/24/19 07:00:00 PM,55.884,,,,
462,11/24/19 07:15:00 PM,54.495,,,,
463,11/24/19 07:30:00 PM,54.669,,,,
464,11/24/19 07:45:00 PM,53.100,,,,
465,11/24/19 08:00:00 PM,53.274,,,,
466,11/24/19 08:15:00 PM,53.798,,,,
467,11/24/19 08:30:00 PM,53.449,,,,
468,11/24/19 08:45:00 PM,53.623,,,,
469,11/24/19 09:00:00 PM,52.401,,,,
470,11/24/19 09:15:00 PM,50.995,,,,
471,11/24/19 09:30:00 PM,50.995,,,,
472,11/24/19 09:45:00 PM,50.113,,,,
473,11/24/19 10:00:00 PM,49.759,,,,
474,11/24/19 10:15:00 PM,49.404,,,,
475,11/24/19 10:30:00 PM,49.050,,,,
476,11/24/19 10:45:00 PM,49.050,,,,
477,11/24/19 11:00:00 PM,48.695,,,,
478,11/24/19 11:15:00 PM,47.982,,,,
479,11/24/19 11:30:00 PM,47.982,,,,
480,11/24/19 11:45:00 PM,47.446,,,,
481,11/25/19 12:00:00 AM,47.088,,,,
482,11/25/19 12:15:00 AM,48.339,,,,
483,11/25/19 12:30:00 AM,48.871,,,,
484,11/25/19 12:45:00 AM,48.871,,,,
485,11/25/19 01:00:00 AM,49.228,,,,
486,11/25/19 01:15:00 AM,49.582,,,,
487,11/25/19 01:30:00 AM,48.871,,,,
488,11/25/19 01:45:00 AM,48.160,,,,
489,11/25/19 02:00:00 AM,47.446,,,,
490,11/25/19 02:15:00 AM,46.728,,,,
491,11/25/19 02:30:00 AM,46.369,,,,
492,11/25/19 02:45:00 AM,46.908,,,,
493,11/25/19 03:00:00 AM,46.188,,,,
494,11/25/19 03:15:00 AM,45.648,,,,
495,11/25/19 03:30:00 AM,45.466,,,,
496,11/25/19 03:45:00 AM,44.922,,,,
497,11/25/19 04:00:00 AM,46.548,,,,
498,11/25/19 04:15:00 AM,46.008,,,,
499,11/25/19 04:30:00 AM,46.188,,,,
500,11/25/19 04:45:00 AM,45.286,,,,
501,11/25/19 05:00:00 AM,46.548,,,,
502,11/25/19 05:15:00 AM,46.008,,,,
503,11/25/19 05:30:00 AM,45.466,,,,
504,11/25/19 05:45:00 AM,45.466,,,,
505,11/25/19 06:00:00 AM,45.828,,,,
506,11/25/19 06:15:00 AM,44.560,,,,
507,11/25/19 06:30:00 AM,44.922,,,,
508,11/25/19 06:45:00 AM,45.466,,,,
509,11/25/19 07:00:00 AM,46.728,,,,
510,11/25/19 07:15:00 AM,45.828,,,,
511,11/25/19 07:30:00 AM,46.188,,,,
512,11/25/19 07:45:00 AM,47.982,,,,
513,11/25/19 08:00:00 AM,50.113,,,,
514,11/25/19 08:15:00 AM,52.750,,,,
515,11/25/19 08:30:00 AM,54.322,,,,
516,11/25/19 08:45:00 AM,55.537,,,,
517,11/25/19 09:00:00 AM,56.404,,,,
518,11/25/19 09:15:00 AM,57.096,,,,
519,11/25/19 09:30:00 AM,58.476,,,,
520,11/25/19 09:45:00 AM,58.303,,,,
521,11/25/19 10:00:00 AM,58.993,,,,
522,11/25/19 10:15:00 AM,59.337,,,,
523,11/25/19 10:30:00 AM,59.680,,,,
524,11/25/19 10:45:00 AM,59.851,,,,
525,11/25/19 11:00:00 AM,60.712,,,,
526,11/25/19 11:15:00 AM,61.569,,,,
527,11/25/19 11:30:00 AM,62.083,,,,
528,11/25/19 11:45:00 AM,62.598,,,,
529,11/25/19 12:00:00 PM,62.940,,,,
530,11/25/19 12:15:00 PM,63.626,,,,
531,11/25/19 12:30:00 PM,64.139,,,,
532,11/25/19 12:45:00 PM,64.139,,,,
533,11/25/19 01:00:00 PM,64.481,,,,
534,11/25/19 01:15:00 PM,64.481,,,,
535,11/25/19 01:30:00 PM,64.825,,,,
536,11/25/19 01:45:00 PM,64.996,,,,
537,11/25/19 02:00:00 PM,64.652,,,,
538,11/25/19 02:15:00 PM,64.825,,,,
539,11/25/19 02:30:00 PM,64.652,,,,
540,11/25/19 02:45:00 PM,64.481,,,,
541,11/25/19 03:00:00 PM,64.139,,,,
542,11/25/19 03:15:00 PM,63.282,,,,
543,11/25/19 03:30:00 PM,62.598,,,,
