"Plot Title: 20724110"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20724110, SEN S/N: 20724110, LBL: Gwen (SCC Parking Lot))","Host Connected (LGR S/N: 20724110, SEN S/N: 20724110)","Coupler Attached (LGR S/N: 20724110, SEN S/N: 20724110)","Stopped (LGR S/N: 20724110, SEN S/N: 20724110)","End Of File (LGR S/N: 20724110, SEN S/N: 20724110)"
245,11/22/19 01:00:00 PM,83.757,,,,
246,11/22/19 01:15:00 PM,80.559,,,,
247,11/22/19 01:30:00 PM,76.528,,,,
248,11/22/19 01:45:00 PM,76.876,,,,
249,11/22/19 02:00:00 PM,80.206,,,,
250,11/22/19 02:15:00 PM,73.407,,,,
251,11/22/19 02:30:00 PM,69.449,,,,
252,11/22/19 02:45:00 PM,68.934,,,,
253,11/22/19 03:00:00 PM,67.906,,,,
254,11/22/19 03:15:00 PM,68.077,,,,
255,11/22/19 03:30:00 PM,67.735,,,,
256,11/22/19 03:45:00 PM,66.708,,,,
257,11/22/19 04:00:00 PM,65.509,,,,
258,11/22/19 04:15:00 PM,64.481,,,,
259,11/22/19 04:30:00 PM,63.968,,,,
260,11/22/19 04:45:00 PM,61.912,,,,
261,11/22/19 05:00:00 PM,61.054,,,,
262,11/22/19 05:15:00 PM,60.195,,,,
263,11/22/19 05:30:00 PM,60.024,,,,
264,11/22/19 05:45:00 PM,60.195,,,,
265,11/22/19 06:00:00 PM,59.680,,,,
266,11/22/19 06:15:00 PM,58.131,,,,
267,11/22/19 06:30:00 PM,56.923,,,,
268,11/22/19 06:45:00 PM,56.230,,,,
269,11/22/19 07:00:00 PM,56.230,,,,
270,11/22/19 07:15:00 PM,55.884,,,,
271,11/22/19 07:30:00 PM,55.364,,,,
272,11/22/19 07:45:00 PM,54.669,,,,
273,11/22/19 08:00:00 PM,54.495,,,,
274,11/22/19 08:15:00 PM,54.147,,,,
275,11/22/19 08:30:00 PM,53.798,,,,
276,11/22/19 08:45:00 PM,53.449,,,,
277,11/22/19 09:00:00 PM,53.274,,,,
278,11/22/19 09:15:00 PM,53.449,,,,
279,11/22/19 09:30:00 PM,53.623,,,,
280,11/22/19 09:45:00 PM,53.623,,,,
281,11/22/19 10:00:00 PM,53.973,,,,
282,11/22/19 10:15:00 PM,54.147,,,,
283,11/22/19 10:30:00 PM,53.973,,,,
284,11/22/19 10:45:00 PM,53.274,,,,
285,11/22/19 11:00:00 PM,52.401,,,,
286,11/22/19 11:15:00 PM,51.874,,,,
287,11/22/19 11:30:00 PM,51.523,,,,
288,11/22/19 11:45:00 PM,50.995,,,,
289,11/23/19 12:00:00 AM,50.466,,,,
290,11/23/19 12:15:00 AM,50.643,,,,
291,11/23/19 12:30:00 AM,50.466,,,,
292,11/23/19 12:45:00 AM,50.643,,,,
293,11/23/19 01:00:00 AM,50.643,,,,
294,11/23/19 01:15:00 AM,50.466,,,,
295,11/23/19 01:30:00 AM,50.643,,,,
296,11/23/19 01:45:00 AM,50.819,,,,
297,11/23/19 02:00:00 AM,50.819,,,,
298,11/23/19 02:15:00 AM,50.995,,,,
299,11/23/19 02:30:00 AM,51.172,,,,
300,11/23/19 02:45:00 AM,51.172,,,,
301,11/23/19 03:00:00 AM,51.172,,,,
302,11/23/19 03:15:00 AM,50.643,,,,
303,11/23/19 03:30:00 AM,50.643,,,,
304,11/23/19 03:45:00 AM,50.995,,,,
305,11/23/19 04:00:00 AM,50.995,,,,
306,11/23/19 04:15:00 AM,50.995,,,,
307,11/23/19 04:30:00 AM,50.113,,,,
308,11/23/19 04:45:00 AM,49.582,,,,
309,11/23/19 05:00:00 AM,49.404,,,,
310,11/23/19 05:15:00 AM,49.050,,,,
311,11/23/19 05:30:00 AM,49.050,,,,
312,11/23/19 05:45:00 AM,48.695,,,,
313,11/23/19 06:00:00 AM,48.160,,,,
314,11/23/19 06:15:00 AM,47.802,,,,
315,11/23/19 06:30:00 AM,47.624,,,,
316,11/23/19 06:45:00 AM,47.446,,,,
317,11/23/19 07:00:00 AM,47.624,,,,
318,11/23/19 07:15:00 AM,47.982,,,,
319,11/23/19 07:30:00 AM,48.517,,,,
320,11/23/19 07:45:00 AM,49.759,,,,
321,11/23/19 08:00:00 AM,50.643,,,,
322,11/23/19 08:15:00 AM,52.576,,,,
323,11/23/19 08:30:00 AM,54.669,,,,
324,11/23/19 08:45:00 AM,55.884,,,,
325,11/23/19 09:00:00 AM,56.923,,,,
326,11/23/19 09:15:00 AM,57.441,,,,
327,11/23/19 09:30:00 AM,58.647,,,,
328,11/23/19 09:45:00 AM,59.680,,,,
329,11/23/19 10:00:00 AM,63.111,,,,
330,11/23/19 10:15:00 AM,61.741,,,,
331,11/23/19 10:30:00 AM,63.626,,,,
332,11/23/19 10:45:00 AM,64.310,,,,
333,11/23/19 11:00:00 AM,66.022,,,,
334,11/23/19 11:15:00 AM,65.338,,,,
335,11/23/19 11:30:00 AM,74.619,,,,
336,11/23/19 11:45:00 AM,85.194,,,,
337,11/23/19 12:00:00 PM,88.099,,,,
338,11/23/19 12:15:00 PM,81.975,,,,
339,11/23/19 12:30:00 PM,90.680,,,,
340,11/23/19 12:45:00 PM,87.915,,,,
341,11/23/19 01:00:00 PM,85.735,,,,
342,11/23/19 01:15:00 PM,83.757,,,,
343,11/23/19 01:30:00 PM,81.266,,,,
344,11/23/19 01:45:00 PM,82.152,,,,
345,11/23/19 02:00:00 PM,85.735,,,,
346,11/23/19 02:15:00 PM,75.484,,,,
347,11/23/19 02:30:00 PM,71.339,,,,
348,11/23/19 02:45:00 PM,70.995,,,,
349,11/23/19 03:00:00 PM,70.651,,,,
350,11/23/19 03:15:00 PM,69.622,,,,
351,11/23/19 03:30:00 PM,69.107,,,,
352,11/23/19 03:45:00 PM,68.077,,,,
353,11/23/19 04:00:00 PM,67.392,,,,
354,11/23/19 04:15:00 PM,66.022,,,,
355,11/23/19 04:30:00 PM,64.825,,,,
356,11/23/19 04:45:00 PM,63.626,,,,
357,11/23/19 05:00:00 PM,62.425,,,,
358,11/23/19 05:15:00 PM,62.254,,,,
359,11/23/19 05:30:00 PM,62.254,,,,
360,11/23/19 05:45:00 PM,61.741,,,,
361,11/23/19 06:00:00 PM,61.227,,,,
362,11/23/19 06:15:00 PM,60.712,,,,
363,11/23/19 06:30:00 PM,60.195,,,,
364,11/23/19 06:45:00 PM,60.024,,,,
365,11/23/19 07:00:00 PM,58.303,,,,
366,11/23/19 07:15:00 PM,57.958,,,,
367,11/23/19 07:30:00 PM,57.958,,,,
368,11/23/19 07:45:00 PM,57.441,,,,
369,11/23/19 08:00:00 PM,56.750,,,,
370,11/23/19 08:15:00 PM,56.230,,,,
371,11/23/19 08:30:00 PM,55.884,,,,
372,11/23/19 08:45:00 PM,55.364,,,,
373,11/23/19 09:00:00 PM,55.364,,,,
374,11/23/19 09:15:00 PM,54.842,,,,
375,11/23/19 09:30:00 PM,55.189,,,,
376,11/23/19 09:45:00 PM,55.189,,,,
377,11/23/19 10:00:00 PM,55.017,,,,
378,11/23/19 10:15:00 PM,54.495,,,,
379,11/23/19 10:30:00 PM,53.798,,,,
380,11/23/19 10:45:00 PM,53.274,,,,
381,11/23/19 11:00:00 PM,53.449,,,,
382,11/23/19 11:15:00 PM,53.449,,,,
383,11/23/19 11:30:00 PM,52.750,,,,
384,11/23/19 11:45:00 PM,52.050,,,,
385,11/24/19 12:00:00 AM,51.699,,,,
386,11/24/19 12:15:00 AM,51.346,,,,
387,11/24/19 12:30:00 AM,51.172,,,,
388,11/24/19 12:45:00 AM,50.819,,,,
389,11/24/19 01:00:00 AM,50.466,,,,
390,11/24/19 01:15:00 AM,50.643,,,,
391,11/24/19 01:30:00 AM,50.819,,,,
392,11/24/19 01:45:00 AM,50.290,,,,
393,11/24/19 02:00:00 AM,50.290,,,,
394,11/24/19 02:15:00 AM,49.582,,,,
395,11/24/19 02:30:00 AM,49.582,,,,
396,11/24/19 02:45:00 AM,49.228,,,,
397,11/24/19 03:00:00 AM,49.228,,,,
398,11/24/19 03:15:00 AM,48.871,,,,
399,11/24/19 03:30:00 AM,48.160,,,,
400,11/24/19 03:45:00 AM,48.160,,,,
401,11/24/19 04:00:00 AM,47.982,,,,
402,11/24/19 04:15:00 AM,48.339,,,,
403,11/24/19 04:30:00 AM,48.695,,,,
404,11/24/19 04:45:00 AM,47.088,,,,
405,11/24/19 05:00:00 AM,46.908,,,,
406,11/24/19 05:15:00 AM,46.728,,,,
407,11/24/19 05:30:00 AM,47.088,,,,
408,11/24/19 05:45:00 AM,46.548,,,,
409,11/24/19 06:00:00 AM,46.728,,,,
410,11/24/19 06:15:00 AM,46.369,,,,
411,11/24/19 06:30:00 AM,46.188,,,,
412,11/24/19 06:45:00 AM,46.188,,,,
413,11/24/19 07:00:00 AM,46.369,,,,
414,11/24/19 07:15:00 AM,47.088,,,,
415,11/24/19 07:30:00 AM,47.982,,,,
416,11/24/19 07:45:00 AM,48.695,,,,
417,11/24/19 08:00:00 AM,49.228,,,,
418,11/24/19 08:15:00 AM,49.404,,,,
419,11/24/19 08:30:00 AM,49.759,,,,
420,11/24/19 08:45:00 AM,50.819,,,,
421,11/24/19 09:00:00 AM,53.100,,,,
422,11/24/19 09:15:00 AM,56.057,,,,
423,11/24/19 09:30:00 AM,58.647,,,,
424,11/24/19 09:45:00 AM,60.883,,,,
425,11/24/19 10:00:00 AM,63.626,,,,
426,11/24/19 10:15:00 AM,63.797,,,,
427,11/24/19 10:30:00 AM,66.366,,,,
428,11/24/19 10:45:00 AM,67.221,,,,
429,11/24/19 11:00:00 AM,69.449,,,,
430,11/24/19 11:15:00 AM,68.592,,,,
431,11/24/19 11:30:00 AM,78.975,,,,
432,11/24/19 11:45:00 AM,87.004,,,,
433,11/24/19 12:00:00 PM,91.800,,,,
434,11/24/19 12:15:00 PM,87.552,,,,
435,11/24/19 12:30:00 PM,93.493,,,,
436,11/24/19 12:45:00 PM,92.550,,,,
437,11/24/19 01:00:00 PM,92.737,,,,
438,11/24/19 01:15:00 PM,89.384,,,,
439,11/24/19 01:30:00 PM,86.823,,,,
440,11/24/19 01:45:00 PM,86.459,,,,
441,11/24/19 02:00:00 PM,90.124,,,,
442,11/24/19 02:15:00 PM,78.098,,,,
443,11/24/19 02:30:00 PM,74.271,,,,
444,11/24/19 02:45:00 PM,73.234,,,,
445,11/24/19 03:00:00 PM,73.062,,,,
446,11/24/19 03:15:00 PM,71.683,,,,
447,11/24/19 03:30:00 PM,70.995,,,,
448,11/24/19 03:45:00 PM,69.964,,,,
449,11/24/19 04:00:00 PM,69.107,,,,
450,11/24/19 04:15:00 PM,67.906,,,,
451,11/24/19 04:30:00 PM,66.366,,,,
452,11/24/19 04:45:00 PM,64.825,,,,
453,11/24/19 05:00:00 PM,63.282,,,,
454,11/24/19 05:15:00 PM,62.425,,,,
455,11/24/19 05:30:00 PM,61.569,,,,
456,11/24/19 05:45:00 PM,60.712,,,,
457,11/24/19 06:00:00 PM,60.539,,,,
458,11/24/19 06:15:00 PM,59.851,,,,
459,11/24/19 06:30:00 PM,59.508,,,,
460,11/24/19 06:45:00 PM,58.820,,,,
461,11/24/19 07:00:00 PM,57.441,,,,
462,11/24/19 07:15:00 PM,56.923,,,,
463,11/24/19 07:30:00 PM,56.750,,,,
464,11/24/19 07:45:00 PM,55.711,,,,
465,11/24/19 08:00:00 PM,55.364,,,,
466,11/24/19 08:15:00 PM,55.364,,,,
467,11/24/19 08:30:00 PM,55.537,,,,
468,11/24/19 08:45:00 PM,55.364,,,,
469,11/24/19 09:00:00 PM,54.322,,,,
470,11/24/19 09:15:00 PM,53.100,,,,
471,11/24/19 09:30:00 PM,52.750,,,,
472,11/24/19 09:45:00 PM,52.401,,,,
473,11/24/19 10:00:00 PM,52.050,,,,
474,11/24/19 10:15:00 PM,51.523,,,,
475,11/24/19 10:30:00 PM,51.346,,,,
476,11/24/19 10:45:00 PM,51.172,,,,
477,11/24/19 11:00:00 PM,51.346,,,,
478,11/24/19 11:15:00 PM,50.819,,,,
479,11/24/19 11:30:00 PM,50.466,,,,
480,11/24/19 11:45:00 PM,50.290,,,,
481,11/25/19 12:00:00 AM,52.401,,,,
482,11/25/19 12:15:00 AM,52.050,,,,
483,11/25/19 12:30:00 AM,51.523,,,,
484,11/25/19 12:45:00 AM,50.819,,,,
485,11/25/19 01:00:00 AM,50.995,,,,
486,11/25/19 01:15:00 AM,50.995,,,,
487,11/25/19 01:30:00 AM,49.937,,,,
488,11/25/19 01:45:00 AM,49.228,,,,
489,11/25/19 02:00:00 AM,49.050,,,,
490,11/25/19 02:15:00 AM,48.160,,,,
491,11/25/19 02:30:00 AM,48.160,,,,
492,11/25/19 02:45:00 AM,48.160,,,,
493,11/25/19 03:00:00 AM,47.624,,,,
494,11/25/19 03:15:00 AM,47.266,,,,
495,11/25/19 03:30:00 AM,46.908,,,,
496,11/25/19 03:45:00 AM,46.548,,,,
497,11/25/19 04:00:00 AM,47.266,,,,
498,11/25/19 04:15:00 AM,47.446,,,,
499,11/25/19 04:30:00 AM,47.446,,,,
500,11/25/19 04:45:00 AM,47.088,,,,
501,11/25/19 05:00:00 AM,47.088,,,,
502,11/25/19 05:15:00 AM,46.728,,,,
503,11/25/19 05:30:00 AM,46.369,,,,
504,11/25/19 05:45:00 AM,47.088,,,,
505,11/25/19 06:00:00 AM,46.908,,,,
506,11/25/19 06:15:00 AM,46.188,,,,
507,11/25/19 06:30:00 AM,46.548,,,,
508,11/25/19 06:45:00 AM,46.548,,,,
509,11/25/19 07:00:00 AM,47.446,,,,
510,11/25/19 07:15:00 AM,47.088,,,,
511,11/25/19 07:30:00 AM,46.908,,,,
512,11/25/19 07:45:00 AM,47.982,,,,
513,11/25/19 08:00:00 AM,50.819,,,,
514,11/25/19 08:15:00 AM,53.973,,,,
515,11/25/19 08:30:00 AM,54.842,,,,
516,11/25/19 08:45:00 AM,56.404,,,,
517,11/25/19 09:00:00 AM,56.750,,,,
518,11/25/19 09:15:00 AM,57.268,,,,
519,11/25/19 09:30:00 AM,57.785,,,,
520,11/25/19 09:45:00 AM,58.476,,,,
521,11/25/19 10:00:00 AM,60.195,,,,
522,11/25/19 10:15:00 AM,59.851,,,,
523,11/25/19 10:30:00 AM,61.569,,,,
524,11/25/19 10:45:00 AM,62.083,,,,
525,11/25/19 11:00:00 AM,64.139,,,,
526,11/25/19 11:15:00 AM,63.111,,,,
527,11/25/19 11:30:00 AM,75.312,,,,
528,11/25/19 11:45:00 AM,83.221,,,,
529,11/25/19 12:00:00 PM,88.833,,,,
530,11/25/19 12:15:00 PM,85.194,,,,
531,11/25/19 12:30:00 PM,86.823,,,,
532,11/25/19 12:45:00 PM,84.654,,,,
533,11/25/19 01:00:00 PM,82.686,,,,
534,11/25/19 01:15:00 PM,80.382,,,,
535,11/25/19 01:30:00 PM,79.326,,,,
536,11/25/19 01:45:00 PM,78.800,,,,
537,11/25/19 02:00:00 PM,81.442,,,,
538,11/25/19 02:15:00 PM,70.480,,,,
539,11/25/19 02:30:00 PM,67.906,,,,
540,11/25/19 02:45:00 PM,67.050,,,,
541,11/25/19 03:00:00 PM,67.050,,,,
542,11/25/19 03:15:00 PM,65.680,,,,
543,11/25/19 03:30:00 PM,64.481,,,,
