"Plot Title: 20724106"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20724106, SEN S/N: 20724106, LBL: Gandalf (Walker Beach))","Coupler Attached (LGR S/N: 20724106, SEN S/N: 20724106)","Host Connected (LGR S/N: 20724106, SEN S/N: 20724106)","Stopped (LGR S/N: 20724106, SEN S/N: 20724106)","End Of File (LGR S/N: 20724106, SEN S/N: 20724106)"
73,11/20/19 06:00:00 PM,48.871,,,,
74,11/20/19 06:15:00 PM,49.050,,,,
75,11/20/19 06:30:00 PM,48.871,,,,
76,11/20/19 06:45:00 PM,48.871,,,,
77,11/20/19 07:00:00 PM,48.871,,,,
78,11/20/19 07:15:00 PM,48.695,,,,
79,11/20/19 07:30:00 PM,48.695,,,,
80,11/20/19 07:45:00 PM,48.871,,,,
81,11/20/19 08:00:00 PM,48.871,,,,
82,11/20/19 08:15:00 PM,48.695,,,,
83,11/20/19 08:30:00 PM,48.517,,,,
84,11/20/19 08:45:00 PM,48.517,,,,
85,11/20/19 09:00:00 PM,48.517,,,,
86,11/20/19 09:15:00 PM,48.339,,,,
87,11/20/19 09:30:00 PM,48.160,,,,
88,11/20/19 09:45:00 PM,48.160,,,,
89,11/20/19 10:00:00 PM,47.982,,,,
90,11/20/19 10:15:00 PM,48.160,,,,
91,11/20/19 10:30:00 PM,48.160,,,,
92,11/20/19 10:45:00 PM,48.160,,,,
93,11/20/19 11:00:00 PM,48.339,,,,
94,11/20/19 11:15:00 PM,48.339,,,,
95,11/20/19 11:30:00 PM,48.160,,,,
96,11/20/19 11:45:00 PM,48.160,,,,
97,11/21/19 12:00:00 AM,48.339,,,,
98,11/21/19 12:15:00 AM,48.160,,,,
99,11/21/19 12:30:00 AM,48.339,,,,
100,11/21/19 12:45:00 AM,48.339,,,,
101,11/21/19 01:00:00 AM,48.517,,,,
102,11/21/19 01:15:00 AM,48.517,,,,
103,11/21/19 01:30:00 AM,48.695,,,,
104,11/21/19 01:45:00 AM,48.695,,,,
105,11/21/19 02:00:00 AM,49.050,,,,
106,11/21/19 02:15:00 AM,49.228,,,,
107,11/21/19 02:30:00 AM,49.404,,,,
108,11/21/19 02:45:00 AM,49.404,,,,
109,11/21/19 03:00:00 AM,49.582,,,,
110,11/21/19 03:15:00 AM,49.937,,,,
111,11/21/19 03:30:00 AM,49.937,,,,
112,11/21/19 03:45:00 AM,50.113,,,,
113,11/21/19 04:00:00 AM,49.759,,,,
114,11/21/19 04:15:00 AM,49.937,,,,
115,11/21/19 04:30:00 AM,49.937,,,,
116,11/21/19 04:45:00 AM,49.937,,,,
117,11/21/19 05:00:00 AM,49.937,,,,
118,11/21/19 05:15:00 AM,49.937,,,,
119,11/21/19 05:30:00 AM,50.113,,,,
120,11/21/19 05:45:00 AM,49.759,,,,
121,11/21/19 06:00:00 AM,49.404,,,,
122,11/21/19 06:15:00 AM,48.871,,,,
123,11/21/19 06:30:00 AM,48.695,,,,
124,11/21/19 06:45:00 AM,48.339,,,,
125,11/21/19 07:00:00 AM,48.339,,,,
126,11/21/19 07:15:00 AM,49.050,,,,
127,11/21/19 07:30:00 AM,49.582,,,,
128,11/21/19 07:45:00 AM,51.172,,,,
129,11/21/19 08:00:00 AM,53.100,,,,
130,11/21/19 08:15:00 AM,57.096,,,,
131,11/21/19 08:30:00 AM,60.539,,,,
132,11/21/19 08:45:00 AM,60.024,,,,
133,11/21/19 09:00:00 AM,61.912,,,,
134,11/21/19 09:15:00 AM,63.455,,,,
135,11/21/19 09:30:00 AM,63.282,,,,
136,11/21/19 09:45:00 AM,62.083,,,,
137,11/21/19 10:00:00 AM,63.111,,,,
138,11/21/19 10:15:00 AM,60.539,,,,
139,11/21/19 10:30:00 AM,62.598,,,,
140,11/21/19 10:45:00 AM,64.310,,,,
141,11/21/19 11:00:00 AM,65.338,,,,
142,11/21/19 11:15:00 AM,62.769,,,,
143,11/21/19 11:30:00 AM,59.680,,,,
144,11/21/19 11:45:00 AM,59.337,,,,
145,11/21/19 12:00:00 PM,59.680,,,,
146,11/21/19 12:15:00 PM,60.024,,,,
147,11/21/19 12:30:00 PM,60.539,,,,
148,11/21/19 12:45:00 PM,62.254,,,,
149,11/21/19 01:00:00 PM,63.797,,,,
150,11/21/19 01:15:00 PM,64.139,,,,
151,11/21/19 01:30:00 PM,62.769,,,,
152,11/21/19 01:45:00 PM,63.626,,,,
153,11/21/19 02:00:00 PM,65.509,,,,
154,11/21/19 02:15:00 PM,66.193,,,,
155,11/21/19 02:30:00 PM,64.139,,,,
156,11/21/19 02:45:00 PM,64.825,,,,
157,11/21/19 03:00:00 PM,64.996,,,,
158,11/21/19 03:15:00 PM,65.338,,,,
159,11/21/19 03:30:00 PM,64.996,,,,
160,11/21/19 03:45:00 PM,63.968,,,,
161,11/21/19 04:00:00 PM,61.912,,,,
162,11/21/19 04:15:00 PM,60.368,,,,
163,11/21/19 04:30:00 PM,59.164,,,,
164,11/21/19 04:45:00 PM,58.303,,,,
165,11/21/19 05:00:00 PM,57.785,,,,
166,11/21/19 05:15:00 PM,57.096,,,,
167,11/21/19 05:30:00 PM,56.404,,,,
168,11/21/19 05:45:00 PM,55.884,,,,
169,11/21/19 06:00:00 PM,56.057,,,,
170,11/21/19 06:15:00 PM,55.884,,,,
171,11/21/19 06:30:00 PM,55.711,,,,
172,11/21/19 06:45:00 PM,54.842,,,,
173,11/21/19 07:00:00 PM,54.842,,,,
174,11/21/19 07:15:00 PM,54.669,,,,
175,11/21/19 07:30:00 PM,54.322,,,,
176,11/21/19 07:45:00 PM,53.798,,,,
177,11/21/19 08:00:00 PM,53.274,,,,
178,11/21/19 08:15:00 PM,52.576,,,,
179,11/21/19 08:30:00 PM,52.225,,,,
180,11/21/19 08:45:00 PM,52.576,,,,
181,11/21/19 09:00:00 PM,52.225,,,,
182,11/21/19 09:15:00 PM,51.523,,,,
183,11/21/19 09:30:00 PM,51.172,,,,
184,11/21/19 09:45:00 PM,50.819,,,,
185,11/21/19 10:00:00 PM,50.643,,,,
186,11/21/19 10:15:00 PM,50.819,,,,
187,11/21/19 10:30:00 PM,51.172,,,,
188,11/21/19 10:45:00 PM,51.699,,,,
189,11/21/19 11:00:00 PM,52.050,,,,
190,11/21/19 11:15:00 PM,52.576,,,,
191,11/21/19 11:30:00 PM,52.576,,,,
192,11/21/19 11:45:00 PM,52.750,,,,
193,11/22/19 12:00:00 AM,52.576,,,,
194,11/22/19 12:15:00 AM,52.225,,,,
195,11/22/19 12:30:00 AM,52.050,,,,
196,11/22/19 12:45:00 AM,52.050,,,,
197,11/22/19 01:00:00 AM,52.050,,,,
198,11/22/19 01:15:00 AM,51.699,,,,
199,11/22/19 01:30:00 AM,51.523,,,,
200,11/22/19 01:45:00 AM,51.699,,,,
201,11/22/19 02:00:00 AM,51.172,,,,
202,11/22/19 02:15:00 AM,50.995,,,,
203,11/22/19 02:30:00 AM,50.819,,,,
204,11/22/19 02:45:00 AM,50.466,,,,
205,11/22/19 03:00:00 AM,49.937,,,,
206,11/22/19 03:15:00 AM,49.228,,,,
207,11/22/19 03:30:00 AM,49.404,,,,
208,11/22/19 03:45:00 AM,49.050,,,,
209,11/22/19 04:00:00 AM,48.339,,,,
210,11/22/19 04:15:00 AM,47.802,,,,
211,11/22/19 04:30:00 AM,47.624,,,,
212,11/22/19 04:45:00 AM,47.266,,,,
213,11/22/19 05:00:00 AM,47.266,,,,
214,11/22/19 05:15:00 AM,47.446,,,,
215,11/22/19 05:30:00 AM,47.446,,,,
216,11/22/19 05:45:00 AM,47.266,,,,
217,11/22/19 06:00:00 AM,47.088,,,,
218,11/22/19 06:15:00 AM,46.728,,,,
219,11/22/19 06:30:00 AM,46.548,,,,
220,11/22/19 06:45:00 AM,46.548,,,,
221,11/22/19 07:00:00 AM,47.088,,,,
222,11/22/19 07:15:00 AM,48.160,,,,
223,11/22/19 07:30:00 AM,50.643,,,,
224,11/22/19 07:45:00 AM,52.750,,,,
225,11/22/19 08:00:00 AM,55.017,,,,
226,11/22/19 08:15:00 AM,59.337,,,,
227,11/22/19 08:30:00 AM,62.940,,,,
228,11/22/19 08:45:00 AM,65.167,,,,
229,11/22/19 09:00:00 AM,67.050,,,,
230,11/22/19 09:15:00 AM,68.077,,,,
231,11/22/19 09:30:00 AM,67.392,,,,
232,11/22/19 09:45:00 AM,65.680,,,,
233,11/22/19 10:00:00 AM,66.366,,,,
234,11/22/19 10:15:00 AM,66.022,,,,
235,11/22/19 10:30:00 AM,66.193,,,,
236,11/22/19 10:45:00 AM,67.564,,,,
237,11/22/19 11:00:00 AM,68.421,,,,
238,11/22/19 11:15:00 AM,68.248,,,,
239,11/22/19 11:30:00 AM,68.421,,,,
240,11/22/19 11:45:00 AM,68.763,,,,
241,11/22/19 12:00:00 PM,67.906,,,,
242,11/22/19 12:15:00 PM,68.248,,,,
243,11/22/19 12:30:00 PM,68.934,,,,
244,11/22/19 12:45:00 PM,68.592,,,,
245,11/22/19 01:00:00 PM,69.622,,,,
246,11/22/19 01:15:00 PM,68.934,,,,
247,11/22/19 01:30:00 PM,69.964,,,,
248,11/22/19 01:45:00 PM,70.137,,,,
249,11/22/19 02:00:00 PM,70.308,,,,
250,11/22/19 02:15:00 PM,69.793,,,,
251,11/22/19 02:30:00 PM,69.622,,,,
252,11/22/19 02:45:00 PM,70.137,,,,
253,11/22/19 03:00:00 PM,69.278,,,,
254,11/22/19 03:15:00 PM,68.934,,,,
255,11/22/19 03:30:00 PM,69.107,,,,
256,11/22/19 03:45:00 PM,68.077,,,,
257,11/22/19 04:00:00 PM,66.193,,,,
258,11/22/19 04:15:00 PM,64.825,,,,
259,11/22/19 04:30:00 PM,63.282,,,,
260,11/22/19 04:45:00 PM,61.741,,,,
261,11/22/19 05:00:00 PM,60.368,,,,
262,11/22/19 05:15:00 PM,59.508,,,,
263,11/22/19 05:30:00 PM,59.164,,,,
264,11/22/19 05:45:00 PM,59.337,,,,
265,11/22/19 06:00:00 PM,58.820,,,,
266,11/22/19 06:15:00 PM,57.614,,,,
267,11/22/19 06:30:00 PM,56.750,,,,
268,11/22/19 06:45:00 PM,55.884,,,,
269,11/22/19 07:00:00 PM,55.364,,,,
270,11/22/19 07:15:00 PM,54.669,,,,
271,11/22/19 07:30:00 PM,54.669,,,,
272,11/22/19 07:45:00 PM,54.147,,,,
273,11/22/19 08:00:00 PM,53.973,,,,
274,11/22/19 08:15:00 PM,53.798,,,,
275,11/22/19 08:30:00 PM,53.274,,,,
276,11/22/19 08:45:00 PM,53.100,,,,
277,11/22/19 09:00:00 PM,52.925,,,,
278,11/22/19 09:15:00 PM,52.925,,,,
279,11/22/19 09:30:00 PM,52.925,,,,
280,11/22/19 09:45:00 PM,53.449,,,,
281,11/22/19 10:00:00 PM,53.798,,,,
282,11/22/19 10:15:00 PM,53.623,,,,
283,11/22/19 10:30:00 PM,53.798,,,,
284,11/22/19 10:45:00 PM,53.100,,,,
285,11/22/19 11:00:00 PM,52.750,,,,
286,11/22/19 11:15:00 PM,52.050,,,,
287,11/22/19 11:30:00 PM,51.523,,,,
288,11/22/19 11:45:00 PM,50.819,,,,
289,11/23/19 12:00:00 AM,50.290,,,,
290,11/23/19 12:15:00 AM,50.290,,,,
291,11/23/19 12:30:00 AM,50.113,,,,
292,11/23/19 12:45:00 AM,49.937,,,,
293,11/23/19 01:00:00 AM,50.113,,,,
294,11/23/19 01:15:00 AM,50.290,,,,
295,11/23/19 01:30:00 AM,50.290,,,,
296,11/23/19 01:45:00 AM,50.466,,,,
297,11/23/19 02:00:00 AM,50.466,,,,
298,11/23/19 02:15:00 AM,50.643,,,,
299,11/23/19 02:30:00 AM,50.643,,,,
300,11/23/19 02:45:00 AM,50.995,,,,
301,11/23/19 03:00:00 AM,51.172,,,,
302,11/23/19 03:15:00 AM,50.643,,,,
303,11/23/19 03:30:00 AM,50.995,,,,
304,11/23/19 03:45:00 AM,51.699,,,,
305,11/23/19 04:00:00 AM,51.523,,,,
306,11/23/19 04:15:00 AM,51.523,,,,
307,11/23/19 04:30:00 AM,50.466,,,,
308,11/23/19 04:45:00 AM,49.937,,,,
309,11/23/19 05:00:00 AM,49.582,,,,
310,11/23/19 05:15:00 AM,49.228,,,,
311,11/23/19 05:30:00 AM,48.871,,,,
312,11/23/19 05:45:00 AM,48.695,,,,
313,11/23/19 06:00:00 AM,48.339,,,,
314,11/23/19 06:15:00 AM,47.982,,,,
315,11/23/19 06:30:00 AM,47.446,,,,
316,11/23/19 06:45:00 AM,47.266,,,,
317,11/23/19 07:00:00 AM,47.802,,,,
318,11/23/19 07:15:00 AM,48.339,,,,
319,11/23/19 07:30:00 AM,49.582,,,,
320,11/23/19 07:45:00 AM,51.172,,,,
321,11/23/19 08:00:00 AM,54.669,,,,
322,11/23/19 08:15:00 AM,59.337,,,,
323,11/23/19 08:30:00 AM,66.193,,,,
324,11/23/19 08:45:00 AM,70.308,,,,
325,11/23/19 09:00:00 AM,72.028,,,,
326,11/23/19 09:15:00 AM,72.718,,,,
327,11/23/19 09:30:00 AM,71.683,,,,
328,11/23/19 09:45:00 AM,70.824,,,,
329,11/23/19 10:00:00 AM,70.308,,,,
330,11/23/19 10:15:00 AM,69.964,,,,
331,11/23/19 10:30:00 AM,70.480,,,,
332,11/23/19 10:45:00 AM,69.793,,,,
333,11/23/19 11:00:00 AM,70.824,,,,
334,11/23/19 11:15:00 AM,71.339,,,,
335,11/23/19 11:30:00 AM,71.683,,,,
336,11/23/19 11:45:00 AM,70.651,,,,
337,11/23/19 12:00:00 PM,70.824,,,,
338,11/23/19 12:15:00 PM,71.339,,,,
339,11/23/19 12:30:00 PM,72.372,,,,
340,11/23/19 12:45:00 PM,72.199,,,,
341,11/23/19 01:00:00 PM,72.891,,,,
342,11/23/19 01:15:00 PM,72.891,,,,
343,11/23/19 01:30:00 PM,72.545,,,,
344,11/23/19 01:45:00 PM,73.407,,,,
345,11/23/19 02:00:00 PM,72.718,,,,
346,11/23/19 02:15:00 PM,72.372,,,,
347,11/23/19 02:30:00 PM,73.062,,,,
348,11/23/19 02:45:00 PM,72.718,,,,
349,11/23/19 03:00:00 PM,72.545,,,,
350,11/23/19 03:15:00 PM,72.545,,,,
351,11/23/19 03:30:00 PM,71.683,,,,
352,11/23/19 03:45:00 PM,70.480,,,,
353,11/23/19 04:00:00 PM,68.763,,,,
354,11/23/19 04:15:00 PM,67.221,,,,
355,11/23/19 04:30:00 PM,65.509,,,,
356,11/23/19 04:45:00 PM,63.626,,,,
357,11/23/19 05:00:00 PM,62.254,,,,
358,11/23/19 05:15:00 PM,61.741,,,,
359,11/23/19 05:30:00 PM,61.741,,,,
360,11/23/19 05:45:00 PM,60.883,,,,
361,11/23/19 06:00:00 PM,60.539,,,,
362,11/23/19 06:15:00 PM,59.851,,,,
363,11/23/19 06:30:00 PM,59.680,,,,
364,11/23/19 06:45:00 PM,59.164,,,,
365,11/23/19 07:00:00 PM,58.131,,,,
366,11/23/19 07:15:00 PM,57.441,,,,
367,11/23/19 07:30:00 PM,56.923,,,,
368,11/23/19 07:45:00 PM,56.750,,,,
369,11/23/19 08:00:00 PM,55.884,,,,
370,11/23/19 08:15:00 PM,55.364,,,,
371,11/23/19 08:30:00 PM,55.017,,,,
372,11/23/19 08:45:00 PM,54.495,,,,
373,11/23/19 09:00:00 PM,54.495,,,,
374,11/23/19 09:15:00 PM,54.147,,,,
375,11/23/19 09:30:00 PM,54.495,,,,
376,11/23/19 09:45:00 PM,55.017,,,,
377,11/23/19 10:00:00 PM,54.842,,,,
378,11/23/19 10:15:00 PM,54.147,,,,
379,11/23/19 10:30:00 PM,53.623,,,,
380,11/23/19 10:45:00 PM,53.100,,,,
381,11/23/19 11:00:00 PM,52.925,,,,
382,11/23/19 11:15:00 PM,52.225,,,,
383,11/23/19 11:30:00 PM,52.050,,,,
384,11/23/19 11:45:00 PM,51.874,,,,
385,11/24/19 12:00:00 AM,51.346,,,,
386,11/24/19 12:15:00 AM,51.172,,,,
387,11/24/19 12:30:00 AM,50.819,,,,
388,11/24/19 12:45:00 AM,50.290,,,,
389,11/24/19 01:00:00 AM,49.937,,,,
390,11/24/19 01:15:00 AM,50.113,,,,
391,11/24/19 01:30:00 AM,49.937,,,,
392,11/24/19 01:45:00 AM,49.759,,,,
393,11/24/19 02:00:00 AM,49.937,,,,
394,11/24/19 02:15:00 AM,49.228,,,,
395,11/24/19 02:30:00 AM,48.871,,,,
396,11/24/19 02:45:00 AM,49.050,,,,
397,11/24/19 03:00:00 AM,49.404,,,,
398,11/24/19 03:15:00 AM,48.695,,,,
399,11/24/19 03:30:00 AM,48.160,,,,
400,11/24/19 03:45:00 AM,47.982,,,,
401,11/24/19 04:00:00 AM,48.160,,,,
402,11/24/19 04:15:00 AM,47.624,,,,
403,11/24/19 04:30:00 AM,48.517,,,,
404,11/24/19 04:45:00 AM,47.446,,,,
405,11/24/19 05:00:00 AM,46.908,,,,
406,11/24/19 05:15:00 AM,46.728,,,,
407,11/24/19 05:30:00 AM,46.908,,,,
408,11/24/19 05:45:00 AM,46.548,,,,
409,11/24/19 06:00:00 AM,46.369,,,,
410,11/24/19 06:15:00 AM,46.188,,,,
411,11/24/19 06:30:00 AM,46.008,,,,
412,11/24/19 06:45:00 AM,46.008,,,,
413,11/24/19 07:00:00 AM,46.188,,,,
414,11/24/19 07:15:00 AM,47.088,,,,
415,11/24/19 07:30:00 AM,48.339,,,,
416,11/24/19 07:45:00 AM,49.582,,,,
417,11/24/19 08:00:00 AM,50.819,,,,
418,11/24/19 08:15:00 AM,50.995,,,,
419,11/24/19 08:30:00 AM,52.050,,,,
420,11/24/19 08:45:00 AM,55.537,,,,
421,11/24/19 09:00:00 AM,63.455,,,,
422,11/24/19 09:15:00 AM,69.278,,,,
423,11/24/19 09:30:00 AM,69.107,,,,
424,11/24/19 09:45:00 AM,71.339,,,,
425,11/24/19 10:00:00 AM,70.824,,,,
426,11/24/19 10:15:00 AM,71.339,,,,
427,11/24/19 10:30:00 AM,72.891,,,,
428,11/24/19 10:45:00 AM,73.580,,,,
429,11/24/19 11:00:00 AM,73.926,,,,
430,11/24/19 11:15:00 AM,74.098,,,,
431,11/24/19 11:30:00 AM,73.926,,,,
432,11/24/19 11:45:00 AM,73.580,,,,
433,11/24/19 12:00:00 PM,73.926,,,,
434,11/24/19 12:15:00 PM,74.271,,,,
435,11/24/19 12:30:00 PM,74.619,,,,
436,11/24/19 12:45:00 PM,74.964,,,,
437,11/24/19 01:00:00 PM,75.484,,,,
438,11/24/19 01:15:00 PM,75.484,,,,
439,11/24/19 01:30:00 PM,75.832,,,,
440,11/24/19 01:45:00 PM,76.181,,,,
441,11/24/19 02:00:00 PM,76.006,,,,
442,11/24/19 02:15:00 PM,76.006,,,,
443,11/24/19 02:30:00 PM,75.484,,,,
444,11/24/19 02:45:00 PM,74.619,,,,
445,11/24/19 03:00:00 PM,74.791,,,,
446,11/24/19 03:15:00 PM,74.619,,,,
447,11/24/19 03:30:00 PM,73.753,,,,
448,11/24/19 03:45:00 PM,72.199,,,,
449,11/24/19 04:00:00 PM,70.480,,,,
450,11/24/19 04:15:00 PM,69.107,,,,
451,11/24/19 04:30:00 PM,67.392,,,,
452,11/24/19 04:45:00 PM,65.338,,,,
453,11/24/19 05:00:00 PM,63.282,,,,
454,11/24/19 05:15:00 PM,62.769,,,,
455,11/24/19 05:30:00 PM,61.054,,,,
456,11/24/19 05:45:00 PM,60.195,,,,
457,11/24/19 06:00:00 PM,60.368,,,,
458,11/24/19 06:15:00 PM,60.883,,,,
459,11/24/19 06:30:00 PM,60.712,,,,
460,11/24/19 06:45:00 PM,58.993,,,,
461,11/24/19 07:00:00 PM,57.614,,,,
462,11/24/19 07:15:00 PM,57.096,,,,
463,11/24/19 07:30:00 PM,56.057,,,,
464,11/24/19 07:45:00 PM,55.364,,,,
465,11/24/19 08:00:00 PM,54.495,,,,
466,11/24/19 08:15:00 PM,55.884,,,,
467,11/24/19 08:30:00 PM,55.364,,,,
468,11/24/19 08:45:00 PM,55.364,,,,
469,11/24/19 09:00:00 PM,53.973,,,,
470,11/24/19 09:15:00 PM,52.925,,,,
471,11/24/19 09:30:00 PM,52.401,,,,
472,11/24/19 09:45:00 PM,52.225,,,,
473,11/24/19 10:00:00 PM,51.523,,,,
474,11/24/19 10:15:00 PM,50.995,,,,
475,11/24/19 10:30:00 PM,50.643,,,,
476,11/24/19 10:45:00 PM,50.113,,,,
477,11/24/19 11:00:00 PM,49.582,,,,
478,11/24/19 11:15:00 PM,49.404,,,,
479,11/24/19 11:30:00 PM,49.404,,,,
480,11/24/19 11:45:00 PM,49.050,,,,
481,11/25/19 12:00:00 AM,49.937,,,,
482,11/25/19 12:15:00 AM,49.404,,,,
483,11/25/19 12:30:00 AM,49.228,,,,
484,11/25/19 12:45:00 AM,50.466,,,,
485,11/25/19 01:00:00 AM,50.113,,,,
486,11/25/19 01:15:00 AM,49.582,,,,
487,11/25/19 01:30:00 AM,48.871,,,,
488,11/25/19 01:45:00 AM,48.871,,,,
489,11/25/19 02:00:00 AM,48.695,,,,
490,11/25/19 02:15:00 AM,47.982,,,,
491,11/25/19 02:30:00 AM,47.982,,,,
492,11/25/19 02:45:00 AM,47.982,,,,
493,11/25/19 03:00:00 AM,47.088,,,,
494,11/25/19 03:15:00 AM,46.908,,,,
495,11/25/19 03:30:00 AM,47.266,,,,
496,11/25/19 03:45:00 AM,46.908,,,,
497,11/25/19 04:00:00 AM,47.624,,,,
498,11/25/19 04:15:00 AM,46.908,,,,
499,11/25/19 04:30:00 AM,46.548,,,,
500,11/25/19 04:45:00 AM,46.008,,,,
501,11/25/19 05:00:00 AM,46.008,,,,
502,11/25/19 05:15:00 AM,46.369,,,,
503,11/25/19 05:30:00 AM,47.624,,,,
504,11/25/19 05:45:00 AM,47.802,,,,
505,11/25/19 06:00:00 AM,47.266,,,,
506,11/25/19 06:15:00 AM,46.369,,,,
507,11/25/19 06:30:00 AM,46.728,,,,
508,11/25/19 06:45:00 AM,47.266,,,,
509,11/25/19 07:00:00 AM,48.339,,,,
510,11/25/19 07:15:00 AM,47.982,,,,
511,11/25/19 07:30:00 AM,48.871,,,,
512,11/25/19 07:45:00 AM,50.113,,,,
513,11/25/19 08:00:00 AM,54.669,,,,
514,11/25/19 08:15:00 AM,61.741,,,,
515,11/25/19 08:30:00 AM,66.193,,,,
516,11/25/19 08:45:00 AM,69.622,,,,
517,11/25/19 09:00:00 AM,72.718,,,,
518,11/25/19 09:15:00 AM,73.753,,,,
519,11/25/19 09:30:00 AM,70.480,,,,
520,11/25/19 09:45:00 AM,69.449,,,,
521,11/25/19 10:00:00 AM,69.107,,,,
522,11/25/19 10:15:00 AM,68.934,,,,
523,11/25/19 10:30:00 AM,69.278,,,,
524,11/25/19 10:45:00 AM,67.050,,,,
525,11/25/19 11:00:00 AM,68.592,,,,
526,11/25/19 11:15:00 AM,69.449,,,,
527,11/25/19 11:30:00 AM,69.793,,,,
528,11/25/19 11:45:00 AM,69.964,,,,
529,11/25/19 12:00:00 PM,69.964,,,,
530,11/25/19 12:15:00 PM,70.480,,,,
531,11/25/19 12:30:00 PM,70.651,,,,
532,11/25/19 12:45:00 PM,70.480,,,,
533,11/25/19 01:00:00 PM,70.480,,,,
534,11/25/19 01:15:00 PM,70.480,,,,
535,11/25/19 01:30:00 PM,70.651,,,,
536,11/25/19 01:45:00 PM,70.137,,,,
537,11/25/19 02:00:00 PM,70.308,,,,
538,11/25/19 02:15:00 PM,69.793,,,,
539,11/25/19 02:30:00 PM,69.793,,,,
540,11/25/19 02:45:00 PM,69.449,,,,
541,11/25/19 03:00:00 PM,68.763,,,,
542,11/25/19 03:15:00 PM,67.392,,,,
543,11/25/19 03:30:00 PM,65.851,,,,
