"","ID","YEAR","MONTH","ELEMENT","Day","Temperature","DECADE","Date"
"48","AGM00060515",1988,6,"TMAX",NA,NA,1990,NA
"49","AGM00060515",1988,7,"TMAX",NA,38.1,1990,NA
"50","AGM00060515",1988,8,"TMAX",NA,42.5,1990,NA
"51","AGM00060515",1988,9,"TMAX",NA,NA,1990,NA
"52","AGM00060515",1988,10,"TMAX",NA,28.3,1990,NA
"53","AGM00060515",1988,11,"TMAX",NA,24.6,1990,NA
"54","AGM00060515",1988,12,"TMAX",NA,NA,1990,NA
"55","AGM00060515",1989,1,"TMAX",NA,12.5,1990,NA
"56","AGM00060515",1989,2,"TMAX",NA,12.9,1990,NA
"57","AGM00060515",1989,3,"TMAX",NA,21,1990,NA
"58","AGM00060515",1989,4,"TMAX",NA,27.6,1990,NA
"59","AGM00060515",1989,5,"TMAX",NA,NA,1990,NA
"60","AGM00060515",1989,6,"TMAX",NA,28.9,1990,NA
"61","AGM00060515",1989,7,"TMAX",NA,NA,1990,NA
"62","AGM00060515",1989,8,"TMAX",NA,40,1990,NA
"63","AGM00060515",1989,9,"TMAX",NA,26.9,1990,NA
"64","AGM00060515",1989,10,"TMAX",NA,24.7,1990,NA
"65","AGM00060515",1989,11,"TMAX",NA,NA,1990,NA
"66","AGM00060515",1989,12,"TMAX",NA,NA,1990,NA
"67","AGM00060515",1990,1,"TMAX",NA,NA,1990,NA
"68","AGM00060515",1990,2,"TMAX",NA,NA,1990,NA
"69","AGM00060515",1990,3,"TMAX",NA,NA,1990,NA
"70","AGM00060515",1990,4,"TMAX",NA,18.5,1990,NA
"71","AGM00060515",1990,5,"TMAX",NA,16,1990,NA
"72","AGM00060515",1990,6,"TMAX",NA,NA,1990,NA
"73","AGM00060515",1990,7,"TMAX",NA,NA,1990,NA
"74","AGM00060515",1990,8,"TMAX",NA,36.4,1990,NA
"75","AGM00060515",1990,9,"TMAX",NA,36.2,1990,NA
"76","AGM00060515",1990,10,"TMAX",NA,32.4,1990,NA
"77","AGM00060515",1990,11,"TMAX",NA,24.5,1990,NA
"78","AGM00060515",1990,12,"TMAX",NA,13,1990,NA
"79","AGM00060515",1991,2,"TMAX",NA,NA,1990,NA
"80","AGM00060515",1991,3,"TMAX",NA,13.4,1990,NA
"81","AGM00060515",1991,4,"TMAX",NA,NA,1990,NA
"82","AGM00060515",1991,5,"TMAX",NA,29.5,1990,NA
"83","AGM00060515",1991,6,"TMAX",NA,NA,1990,NA
"84","AGM00060515",1991,7,"TMAX",NA,34.4,1990,NA
"85","AGM00060515",1991,8,"TMAX",NA,NA,1990,NA
"86","AGM00060515",1991,9,"TMAX",NA,37.7,1990,NA
"87","AGM00060515",1991,10,"TMAX",NA,25.4,1990,NA
"88","AGM00060515",1991,11,"TMAX",NA,NA,1990,NA
"89","AGM00060515",1992,1,"TMAX",NA,NA,1990,NA
"90","AGM00060515",1992,2,"TMAX",NA,NA,1990,NA
"91","AGM00060515",1992,3,"TMAX",NA,13.5,1990,NA
"92","AGM00060515",1992,4,"TMAX",NA,NA,1990,NA
"93","AGM00060515",1992,5,"TMAX",NA,20.7,1990,NA
"94","AGM00060515",1992,6,"TMAX",NA,28.5,1990,NA
"95","AGM00060515",1992,7,"TMAX",NA,NA,1990,NA
"96","AGM00060515",1992,8,"TMAX",NA,37.6,1990,NA
"97","AGM00060515",1992,9,"TMAX",NA,NA,1990,NA
"98","AGM00060515",1992,10,"TMAX",NA,NA,1990,NA
"99","AGM00060515",1992,11,"TMAX",NA,NA,1990,NA
"100","AGM00060515",1993,2,"TMAX",NA,NA,1990,NA
"101","AGM00060515",1993,3,"TMAX",NA,9.9,1990,NA
"102","AGM00060515",1993,4,"TMAX",NA,NA,1990,NA
"103","AGM00060515",1993,5,"TMAX",NA,23.5,1990,NA
"104","AGM00060515",1993,6,"TMAX",NA,36,1990,NA
"105","AGM00060515",1993,7,"TMAX",NA,37.6,1990,NA
"106","AGM00060515",1993,8,"TMAX",NA,NA,1990,NA
"107","AGM00060515",1993,9,"TMAX",NA,36.7,1990,NA
"108","AGM00060515",1993,10,"TMAX",NA,28.6,1990,NA
"109","AGM00060515",1993,11,"TMAX",NA,NA,1990,NA
"110","AGM00060515",1993,12,"TMAX",NA,NA,1990,NA
"111","AGM00060515",1994,1,"TMAX",NA,NA,1990,NA
"112","AGM00060515",1994,3,"TMAX",NA,NA,1990,NA
"113","AGM00060515",1994,4,"TMAX",NA,27.1,1990,NA
"114","AGM00060515",1994,5,"TMAX",NA,23.9,1990,NA
"115","AGM00060515",1994,6,"TMAX",NA,44,1990,NA
"116","AGM00060515",1994,7,"TMAX",NA,NA,1990,NA
"117","AGM00060515",1994,8,"TMAX",NA,36.6,1990,NA
"118","AGM00060515",1994,9,"TMAX",NA,36.5,1990,NA
"119","AGM00060515",1994,10,"TMAX",NA,NA,1990,NA
"120","AGM00060515",1994,11,"TMAX",NA,NA,1990,NA
"121","AGM00060515",1994,12,"TMAX",NA,16.5,1990,NA
"122","AGM00060515",1995,1,"TMAX",NA,22.7,2000,NA
"123","AGM00060515",1995,2,"TMAX",NA,NA,2000,NA
"124","AGM00060515",1995,3,"TMAX",NA,NA,2000,NA
"125","AGM00060515",1995,4,"TMAX",NA,15.9,2000,NA
"126","AGM00060515",1995,5,"TMAX",NA,NA,2000,NA
"127","AGM00060515",1995,6,"TMAX",NA,26.6,2000,NA
"128","AGM00060515",1995,7,"TMAX",NA,40.4,2000,NA
"129","AGM00060515",1995,8,"TMAX",NA,NA,2000,NA
"130","AGM00060515",1995,9,"TMAX",NA,NA,2000,NA
"131","AGM00060515",1995,10,"TMAX",NA,NA,2000,NA
"132","AGM00060515",1995,11,"TMAX",NA,NA,2000,NA
"133","AGM00060515",1995,12,"TMAX",NA,17.6,2000,NA
"134","AGM00060515",1996,1,"TMAX",NA,22.6,2000,NA
"135","AGM00060515",1996,2,"TMAX",NA,NA,2000,NA
"136","AGM00060515",1996,3,"TMAX",NA,15,2000,NA
"137","AGM00060515",1996,4,"TMAX",NA,NA,2000,NA
"138","AGM00060515",1996,5,"TMAX",NA,18,2000,NA
"139","AGM00060515",1996,6,"TMAX",NA,32.6,2000,NA
"140","AGM00060515",1996,7,"TMAX",NA,NA,2000,NA
"141","AGM00060515",1996,8,"TMAX",NA,NA,2000,NA
"142","AGM00060515",1996,9,"TMAX",NA,30.8,2000,NA
"143","AGM00060515",1996,10,"TMAX",NA,NA,2000,NA
"144","AGM00060515",1996,11,"TMAX",NA,NA,2000,NA
"145","AGM00060515",1996,12,"TMAX",NA,NA,2000,NA
"146","AGM00060515",1997,1,"TMAX",NA,19.5,2000,NA
"147","AGM00060515",1997,2,"TMAX",NA,NA,2000,NA
"148","AGM00060515",1997,3,"TMAX",NA,22.6,2000,NA
"149","AGM00060515",1997,4,"TMAX",NA,NA,2000,NA
"150","AGM00060515",1997,5,"TMAX",NA,24.1,2000,NA
"151","AGM00060515",1997,6,"TMAX",NA,30.5,2000,NA
"152","AGM00060515",1997,7,"TMAX",NA,37.6,2000,NA
"153","AGM00060515",1997,8,"TMAX",NA,NA,2000,NA
"154","AGM00060515",1997,9,"TMAX",NA,34.5,2000,NA
"155","AGM00060515",1997,10,"TMAX",NA,29.4,2000,NA
"156","AGM00060515",1997,11,"TMAX",NA,18.3,2000,NA
"157","AGM00060515",1997,12,"TMAX",NA,16.3,2000,NA
"158","AGM00060515",1998,1,"TMAX",NA,9.5,2000,NA
"159","AGM00060515",1998,2,"TMAX",NA,NA,2000,NA
"160","AGM00060515",1998,3,"TMAX",NA,NA,2000,NA
"161","AGM00060515",1998,4,"TMAX",NA,25.7,2000,NA
"162","AGM00060515",1998,5,"TMAX",NA,21.2,2000,NA
"163","AGM00060515",1998,6,"TMAX",NA,34.7,2000,NA
"164","AGM00060515",1998,7,"TMAX",NA,44,2000,NA
"165","AGM00060515",1998,8,"TMAX",NA,NA,2000,NA
"166","AGM00060515",1998,9,"TMAX",NA,40.8,2000,NA
"167","AGM00060515",1998,10,"TMAX",NA,26.6,2000,NA
"168","AGM00060515",1998,11,"TMAX",NA,NA,2000,NA
"169","AGM00060515",1998,12,"TMAX",NA,12.4,2000,NA
"170","AGM00060515",1999,1,"TMAX",NA,NA,2000,NA
"171","AGM00060515",1999,2,"TMAX",NA,NA,2000,NA
"172","AGM00060515",1999,3,"TMAX",NA,NA,2000,NA
"173","AGM00060515",1999,4,"TMAX",NA,NA,2000,NA
"174","AGM00060515",1999,5,"TMAX",NA,NA,2000,NA
"175","AGM00060515",1999,6,"TMAX",NA,42.7,2000,NA
"176","AGM00060515",1999,7,"TMAX",NA,NA,2000,NA
"177","AGM00060515",1999,8,"TMAX",NA,39.6,2000,NA
"178","AGM00060515",1999,9,"TMAX",NA,36,2000,NA
"179","AGM00060515",1999,10,"TMAX",NA,28.5,2000,NA
"180","AGM00060515",1999,11,"TMAX",NA,26,2000,NA
"181","AGM00060515",1999,12,"TMAX",NA,NA,2000,NA
"182","AGM00060515",2000,1,"TMAX",NA,NA,2000,NA
"183","AGM00060515",2000,2,"TMAX",NA,19.5,2000,NA
"184","AGM00060515",2000,3,"TMAX",NA,21.5,2000,NA
"185","AGM00060515",2000,4,"TMAX",NA,24.4,2000,NA
"186","AGM00060515",2000,5,"TMAX",NA,28.7,2000,NA
"187","AGM00060515",2000,6,"TMAX",NA,37,2000,NA
"188","AGM00060515",2000,7,"TMAX",NA,NA,2000,NA
"189","AGM00060515",2000,8,"TMAX",NA,NA,2000,NA
"190","AGM00060515",2000,9,"TMAX",NA,NA,2000,NA
"191","AGM00060515",2000,10,"TMAX",NA,NA,2000,NA
"192","AGM00060515",2000,11,"TMAX",NA,NA,2000,NA
"193","AGM00060515",2000,12,"TMAX",NA,20,2000,NA
"194","AGM00060515",2001,1,"TMAX",NA,11.2,2000,NA
"195","AGM00060515",2001,2,"TMAX",NA,NA,2000,NA
"196","AGM00060515",2001,3,"TMAX",NA,NA,2000,NA
"197","AGM00060515",2001,4,"TMAX",NA,21.5,2000,NA
"198","AGM00060515",2001,5,"TMAX",NA,18,2000,NA
"199","AGM00060515",2001,6,"TMAX",NA,NA,2000,NA
"200","AGM00060515",2001,7,"TMAX",NA,38,2000,NA
"201","AGM00060515",2001,8,"TMAX",NA,41.5,2000,NA
"202","AGM00060515",2001,9,"TMAX",NA,35.6,2000,NA
"203","AGM00060515",2001,10,"TMAX",NA,29.4,2000,NA
"204","AGM00060515",2001,11,"TMAX",NA,25.8,2000,NA
"205","AGM00060515",2001,12,"TMAX",NA,20.2,2000,NA
"206","AGM00060515",2002,1,"TMAX",NA,17.9,2000,NA
"207","AGM00060515",2002,2,"TMAX",NA,18.5,2000,NA
"208","AGM00060515",2002,3,"TMAX",NA,NA,2000,NA
"209","AGM00060515",2002,4,"TMAX",NA,NA,2000,NA
"210","AGM00060515",2002,5,"TMAX",NA,32.9,2000,NA
"211","AGM00060515",2002,6,"TMAX",NA,36.3,2000,NA
"212","AGM00060515",2002,7,"TMAX",NA,40.8,2000,NA
"213","AGM00060515",2002,8,"TMAX",NA,40.4,2000,NA
"214","AGM00060515",2002,9,"TMAX",NA,31.5,2000,NA
"215","AGM00060515",2002,10,"TMAX",NA,30.1,2000,NA
"216","AGM00060515",2002,11,"TMAX",NA,NA,2000,NA
"217","AGM00060515",2002,12,"TMAX",NA,16.4,2000,NA
"218","AGM00060515",2003,1,"TMAX",NA,19.6,2000,NA
"219","AGM00060515",2003,2,"TMAX",NA,7.3,2000,NA
"220","AGM00060515",2003,3,"TMAX",NA,NA,2000,NA
"221","AGM00060515",2003,4,"TMAX",NA,NA,2000,NA
"222","AGM00060515",2003,5,"TMAX",NA,35,2000,NA
"223","AGM00060515",2003,6,"TMAX",NA,NA,2000,NA
"224","AGM00060515",2003,7,"TMAX",NA,44.3,2000,NA
"225","AGM00060515",2003,8,"TMAX",NA,NA,2000,NA
"226","AGM00060515",2003,9,"TMAX",NA,41,2000,NA
"227","AGM00060515",2003,10,"TMAX",NA,NA,2000,NA
"228","AGM00060515",2003,11,"TMAX",NA,NA,2000,NA
"229","AGM00060515",2003,12,"TMAX",NA,20.5,2000,NA
"230","AGM00060515",2004,1,"TMAX",NA,NA,2000,NA
"231","AGM00060515",2004,2,"TMAX",NA,NA,2000,NA
"232","AGM00060515",2004,3,"TMAX",NA,11.9,2000,NA
"233","AGM00060515",2004,4,"TMAX",NA,21.5,2000,NA
"234","AGM00060515",2004,5,"TMAX",NA,23,2000,NA
"235","AGM00060515",2004,6,"TMAX",NA,NA,2000,NA
"236","AGM00060515",2004,7,"TMAX",NA,39.6,2000,NA
"237","AGM00060515",2004,8,"TMAX",NA,38.6,2000,NA
"238","AGM00060515",2004,9,"TMAX",NA,35.6,2000,NA
"239","AGM00060515",2004,10,"TMAX",NA,NA,2000,NA
"240","AGM00060515",2004,11,"TMAX",NA,18.5,2000,NA
"241","AGM00060515",2004,12,"TMAX",NA,22.4,2000,NA
"242","AGM00060515",2005,1,"TMAX",NA,13,2000,NA
"243","AGM00060515",2005,2,"TMAX",NA,11.2,2000,NA
"244","AGM00060515",2005,3,"TMAX",NA,16.5,2000,NA
"245","AGM00060515",2005,4,"TMAX",NA,24,2000,NA
"246","AGM00060515",2005,5,"TMAX",NA,34.1,2000,NA
"247","AGM00060515",2005,6,"TMAX",NA,33.6,2000,NA
"248","AGM00060515",2005,7,"TMAX",NA,NA,2000,NA
"249","AGM00060515",2005,8,"TMAX",NA,NA,2000,NA
"250","AGM00060515",2005,9,"TMAX",NA,34.6,2000,NA
"251","AGM00060515",2005,10,"TMAX",NA,NA,2000,NA
"252","AGM00060515",2005,11,"TMAX",NA,25.9,2000,NA
"253","AGM00060515",2005,12,"TMAX",NA,13.5,2000,NA
"254","AGM00060515",2006,1,"TMAX",NA,NA,2010,NA
"255","AGM00060515",2006,2,"TMAX",NA,NA,2010,NA
"256","AGM00060515",2006,3,"TMAX",NA,13.5,2010,NA
"257","AGM00060515",2006,4,"TMAX",NA,31,2010,NA
"258","AGM00060515",2006,5,"TMAX",NA,NA,2010,NA
"259","AGM00060515",2006,6,"TMAX",NA,23.4,2010,NA
"260","AGM00060515",2006,7,"TMAX",NA,42,2010,NA
"261","AGM00060515",2006,8,"TMAX",NA,42.7,2010,NA
"262","AGM00060515",2006,9,"TMAX",NA,36.1,2010,NA
"263","AGM00060515",2006,10,"TMAX",NA,35,2010,NA
"264","AGM00060515",2006,11,"TMAX",NA,31.2,2010,NA
"265","AGM00060515",2006,12,"TMAX",NA,17.5,2010,NA
"266","AGM00060515",2007,1,"TMAX",NA,14,2010,NA
"267","AGM00060515",2007,2,"TMAX",NA,15.4,2010,NA
"268","AGM00060515",2007,3,"TMAX",NA,25.4,2010,NA
"269","AGM00060515",2007,4,"TMAX",NA,23.6,2010,NA
"270","AGM00060515",2007,5,"TMAX",NA,23.8,2010,NA
"271","AGM00060515",2007,6,"TMAX",NA,32.7,2010,NA
"272","AGM00060515",2007,7,"TMAX",NA,NA,2010,NA
"273","AGM00060515",2007,8,"TMAX",NA,39.6,2010,NA
"274","AGM00060515",2007,9,"TMAX",NA,34.7,2010,NA
"275","AGM00060515",2007,10,"TMAX",NA,36.5,2010,NA
"276","AGM00060515",2007,11,"TMAX",NA,17.5,2010,NA
"277","AGM00060515",2007,12,"TMAX",NA,14.9,2010,NA
"278","AGM00060515",2008,1,"TMAX",NA,14.4,2010,NA
"279","AGM00060515",2008,2,"TMAX",NA,NA,2010,NA
"280","AGM00060515",2008,3,"TMAX",NA,20.2,2010,NA
"281","AGM00060515",2008,4,"TMAX",NA,15,2010,NA
"282","AGM00060515",2008,5,"TMAX",NA,31.5,2010,NA
"283","AGM00060515",2008,6,"TMAX",NA,29.5,2010,NA
"284","AGM00060515",2008,7,"TMAX",NA,NA,2010,NA
"285","AGM00060515",2008,8,"TMAX",NA,39,2010,NA
"286","AGM00060515",2008,9,"TMAX",NA,35.5,2010,NA
"287","AGM00060515",2008,10,"TMAX",NA,23.6,2010,NA
"288","AGM00060515",2008,11,"TMAX",NA,NA,2010,NA
"289","AGM00060515",2008,12,"TMAX",NA,14.3,2010,NA
"290","AGM00060515",2009,1,"TMAX",NA,NA,2010,NA
"291","AGM00060515",2009,2,"TMAX",NA,12.1,2010,NA
"292","AGM00060515",2009,3,"TMAX",NA,NA,2010,NA
"293","AGM00060515",2009,4,"TMAX",NA,18,2010,NA
"294","AGM00060515",2009,5,"TMAX",NA,22.4,2010,NA
"295","AGM00060515",2009,6,"TMAX",NA,NA,2010,NA
"296","AGM00060515",2009,7,"TMAX",NA,37.6,2010,NA
"297","AGM00060515",2009,8,"TMAX",NA,NA,2010,NA
"298","AGM00060515",2009,9,"TMAX",NA,38.6,2010,NA
"299","AGM00060515",2009,10,"TMAX",NA,NA,2010,NA
"300","AGM00060515",2009,11,"TMAX",NA,26.4,2010,NA
"301","AGM00060515",2009,12,"TMAX",NA,NA,2010,NA
"302","AGM00060515",2010,1,"TMAX",NA,NA,2010,NA
"303","AGM00060515",2010,2,"TMAX",NA,NA,2010,NA
"304","AGM00060515",2010,3,"TMAX",NA,21.5,2010,NA
"305","AGM00060515",2010,4,"TMAX",NA,22.5,2010,NA
"306","AGM00060515",2010,5,"TMAX",NA,30.2,2010,NA
"307","AGM00060515",2010,6,"TMAX",NA,34.5,2010,NA
"308","AGM00060515",2010,7,"TMAX",NA,37.1,2010,NA
"309","AGM00060515",2010,8,"TMAX",NA,41.1,2010,NA
"310","AGM00060515",2010,9,"TMAX",NA,38,2010,NA
"311","AGM00060515",2010,10,"TMAX",NA,NA,2010,NA
"312","AGM00060515",2010,11,"TMAX",NA,19.4,2010,NA
"313","AGM00060515",2010,12,"TMAX",NA,18.5,2010,NA
"314","AGM00060515",2011,1,"TMAX",NA,14.3,2010,NA
"315","AGM00060515",2011,2,"TMAX",NA,12.4,2010,NA
"316","AGM00060515",2011,3,"TMAX",NA,12.7,2010,NA
"317","AGM00060515",2011,4,"TMAX",NA,22.5,2010,NA
"318","AGM00060515",2011,5,"TMAX",NA,27.1,2010,NA
"319","AGM00060515",2011,6,"TMAX",NA,28.6,2010,NA
"320","AGM00060515",2011,7,"TMAX",NA,41.6,2010,NA
"321","AGM00060515",2011,8,"TMAX",NA,40.3,2010,NA
"322","AGM00060515",2011,9,"TMAX",NA,NA,2010,NA
"323","AGM00060515",2011,10,"TMAX",NA,26.7,2010,NA
"324","AGM00060515",2011,11,"TMAX",NA,23.4,2010,NA
"325","AGM00060515",2011,12,"TMAX",NA,16.5,2010,NA
"326","AGM00060515",2012,1,"TMAX",NA,15.4,2010,NA
"327","AGM00060515",2012,2,"TMAX",NA,NA,2010,NA
"328","AGM00060515",2012,3,"TMAX",NA,20.4,2010,NA
"329","AGM00060515",2012,4,"TMAX",NA,22.5,2010,NA
"330","AGM00060515",2012,5,"TMAX",NA,NA,2010,NA
"331","AGM00060515",2012,6,"TMAX",NA,35.1,2010,NA
"332","AGM00060515",2012,7,"TMAX",NA,40,2010,NA
"333","AGM00060515",2012,8,"TMAX",NA,42.6,2010,NA
"334","AGM00060515",2012,9,"TMAX",NA,NA,2010,NA
"335","AGM00060515",2012,10,"TMAX",NA,29.4,2010,NA
"336","AGM00060515",2012,11,"TMAX",NA,NA,2010,NA
"337","AGM00060515",2012,12,"TMAX",NA,12.1,2010,NA
"338","AGM00060515",2013,1,"TMAX",NA,13,2010,NA
"339","AGM00060515",2013,2,"TMAX",NA,17.6,2010,NA
"340","AGM00060515",2013,3,"TMAX",NA,NA,2010,NA
"341","AGM00060515",2013,4,"TMAX",NA,NA,2010,NA
"342","AGM00060515",2013,5,"TMAX",NA,29,2010,NA
"343","AGM00060515",2013,6,"TMAX",NA,25.5,2010,NA
"344","AGM00060515",2013,7,"TMAX",NA,38.3,2010,NA
"345","AGM00060515",2013,8,"TMAX",NA,37.8,2010,NA
"346","AGM00060515",2013,9,"TMAX",NA,30.1,2010,NA
"347","AGM00060515",2013,10,"TMAX",NA,34.5,2010,NA
"348","AGM00060515",2013,11,"TMAX",NA,NA,2010,NA
"349","AGM00060515",2013,12,"TMAX",NA,10.3,2010,NA
"350","AGM00060515",2014,1,"TMAX",NA,10.2,2010,NA
"351","AGM00060515",2014,2,"TMAX",NA,NA,2010,NA
"352","AGM00060515",2014,3,"TMAX",NA,15.4,2010,NA
"353","AGM00060515",2014,4,"TMAX",NA,27.2,2010,NA
"354","AGM00060515",2014,5,"TMAX",NA,31.7,2010,NA
"355","AGM00060515",2014,6,"TMAX",NA,29.5,2010,NA
"356","AGM00060515",2014,7,"TMAX",NA,NA,2010,NA
"357","AGM00060515",2014,8,"TMAX",NA,40.6,2010,NA
"358","AGM00060515",2014,9,"TMAX",NA,38.2,2010,NA
"359","AGM00060515",2014,10,"TMAX",NA,33.2,2010,NA
"360","AGM00060515",2014,11,"TMAX",NA,23.2,2010,NA
"361","AGM00060515",2014,12,"TMAX",NA,NA,2010,NA
"362","AGM00060515",2015,1,"TMAX",NA,11.9,2020,NA
"363","AGM00060515",2015,2,"TMAX",NA,12.5,2020,NA
"364","AGM00060515",2015,3,"TMAX",NA,18.5,2020,NA
"365","AGM00060515",2015,4,"TMAX",NA,27.2,2020,NA
"366","AGM00060515",2015,5,"TMAX",NA,NA,2020,NA
"367","AGM00060515",2015,6,"TMAX",NA,29.1,2020,NA
"368","AGM00060515",2015,7,"TMAX",NA,39.6,2020,NA
"369","AGM00060515",2015,8,"TMAX",NA,42.3,2020,NA
"370","AGM00060515",2015,9,"TMAX",NA,36.8,2020,NA
"371","AGM00060515",2015,10,"TMAX",NA,NA,2020,NA
"372","AGM00060515",2015,11,"TMAX",NA,22.4,2020,NA
"373","AGM00060515",2015,12,"TMAX",NA,NA,2020,NA
"374","AGM00060515",2016,1,"TMAX",NA,16.6,2020,NA
"375","AGM00060515",2016,2,"TMAX",NA,NA,2020,NA
"376","AGM00060515",2016,3,"TMAX",NA,18.1,2020,NA
"377","AGM00060515",2016,4,"TMAX",NA,18.2,2020,NA
"378","AGM00060515",2016,5,"TMAX",NA,21.2,2020,NA
"379","AGM00060515",2016,6,"TMAX",NA,29.2,2020,NA
"380","AGM00060515",1984,3,"TMAX",NA,15.2,1980,NA
"381","AGM00060515",1984,4,"TMAX",NA,20,1980,NA
"382","AGM00060515",1984,5,"TMAX",NA,NA,1980,NA
"383","AGM00060515",1984,6,"TMAX",NA,NA,1980,NA
"384","AGM00060515",1984,7,"TMAX",NA,42.7,1980,NA
"385","AGM00060515",1984,8,"TMAX",NA,37,1980,NA
"386","AGM00060515",1984,9,"TMAX",NA,34.1,1980,NA
"387","AGM00060515",1984,10,"TMAX",NA,NA,1980,NA
"388","AGM00060515",1984,11,"TMAX",NA,NA,1980,NA
"389","AGM00060515",1985,2,"TMAX",NA,NA,1980,NA
"390","AGM00060515",1985,3,"TMAX",NA,NA,1980,NA
"391","AGM00060515",1985,4,"TMAX",NA,NA,1980,NA
"392","AGM00060515",1985,5,"TMAX",NA,NA,1980,NA
"393","AGM00060515",1985,6,"TMAX",NA,NA,1980,NA
"394","AGM00060515",1985,7,"TMAX",NA,NA,1980,NA
"395","AGM00060515",1985,8,"TMAX",NA,37,1980,NA
"396","AGM00060515",1985,9,"TMAX",NA,NA,1980,NA
"397","AGM00060515",1985,10,"TMAX",NA,NA,1980,NA
"398","AGM00060515",1985,11,"TMAX",NA,NA,1980,NA
"399","AGM00060515",1985,12,"TMAX",NA,NA,1980,NA
"400","AGM00060515",1986,1,"TMAX",NA,18,1990,NA
"401","AGM00060515",1986,2,"TMAX",NA,14.3,1990,NA
"402","AGM00060515",1986,3,"TMAX",NA,NA,1990,NA
"403","AGM00060515",1986,4,"TMAX",NA,NA,1990,NA
"404","AGM00060515",1986,5,"TMAX",NA,28.5,1990,NA
"405","AGM00060515",1986,6,"TMAX",NA,NA,1990,NA
"406","AGM00060515",1986,7,"TMAX",NA,NA,1990,NA
"407","AGM00060515",1986,8,"TMAX",NA,NA,1990,NA
"408","AGM00060515",1986,10,"TMAX",NA,NA,1990,NA
"409","AGM00060515",1986,11,"TMAX",NA,NA,1990,NA
"410","AGM00060515",1986,12,"TMAX",NA,14.6,1990,NA
"411","AGM00060515",1987,1,"TMAX",NA,NA,1990,NA
"412","AGM00060515",1987,2,"TMAX",NA,17.3,1990,NA
"413","AGM00060515",1987,3,"TMAX",NA,25,1990,NA
"414","AGM00060515",1987,4,"TMAX",NA,NA,1990,NA
"415","AGM00060515",1987,5,"TMAX",NA,NA,1990,NA
"416","AGM00060515",1987,6,"TMAX",NA,NA,1990,NA
