Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1980,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"741,760,000",
SURVEY,1979,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"584,250,000",
SURVEY,1978,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"431,568,000",
SURVEY,1977,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"406,368,000",
SURVEY,1976,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"329,378,000",
SURVEY,1975,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"413,600,000",
SURVEY,1974,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"344,835,000",
SURVEY,1973,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"369,293,000",
SURVEY,1972,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"212,960,000",
SURVEY,1971,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"122,951,000",
SURVEY,1970,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"152,789,000",
SURVEY,1969,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"110,261,000",
SURVEY,1968,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"100,425,000",
SURVEY,1967,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"91,684,000",
SURVEY,1966,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"115,314,000",
SURVEY,1965,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"103,892,000",
SURVEY,1964,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"106,467,000",
SURVEY,1963,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"106,063,000",
SURVEY,1962,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"94,902,000",
SURVEY,1961,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"99,871,000",
SURVEY,1960,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"90,288,000",
SURVEY,1959,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"102,199,000",
SURVEY,1958,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"88,630,000",
SURVEY,1957,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"81,312,000",
SURVEY,1956,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"103,442,000",
SURVEY,1955,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"96,291,000",
SURVEY,1954,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"97,994,000",
SURVEY,1953,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"99,330,000",
SURVEY,1952,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"102,489,000",
SURVEY,1951,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"94,049,000",
SURVEY,1950,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"74,443,000",
SURVEY,1949,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"83,576,000",
SURVEY,1948,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"66,456,000",
