STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261113,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261114,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261115,-9999,-9999,0.62,-9999,-9999,79,74,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261116,-9999,-9999,0.82,-9999,-9999,75,64,67
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261117,-9999,-9999,0,-9999,-9999,76,54,71
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261118,-9999,-9999,0,-9999,-9999,79,58,67
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261119,-9999,-9999,0,-9999,-9999,70,55,66
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261120,-9999,-9999,0,-9999,-9999,69,48,61
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261121,-9999,-9999,0,-9999,-9999,75,49,65
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261122,-9999,-9999,0,-9999,-9999,79,55,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261123,-9999,-9999,0,-9999,-9999,80,58,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261124,-9999,-9999,0,-9999,-9999,82,60,78
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261125,-9999,-9999,0,-9999,-9999,82,60,68
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261126,-9999,-9999,0,-9999,-9999,84,62,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261127,-9999,-9999,0.02,-9999,-9999,82,66,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261128,-9999,-9999,0,-9999,-9999,80,57,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261129,-9999,-9999,0,-9999,-9999,82,61,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261130,-9999,-9999,0,-9999,-9999,82,63,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261201,-9999,-9999,0,-9999,-9999,77,64,71
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261202,-9999,-9999,0,-9999,-9999,75,52,68
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261203,-9999,-9999,0,-9999,-9999,78,55,72
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261204,-9999,-9999,0,-9999,-9999,79,56,73
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261205,-9999,-9999,0,-9999,-9999,81,58,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261206,-9999,-9999,0,-9999,-9999,80,59,73
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261207,-9999,-9999,0,-9999,-9999,80,57,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261208,-9999,-9999,0.03,-9999,-9999,77,63,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261209,-9999,-9999,0,-9999,-9999,81,61,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261210,-9999,-9999,0,-9999,-9999,81,60,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261211,-9999,-9999,0,-9999,-9999,78,57,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261212,-9999,-9999,0,-9999,-9999,80,60,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261213,-9999,-9999,0,-9999,-9999,81,64,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261214,-9999,-9999,0,-9999,-9999,82,64,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261215,-9999,-9999,0,-9999,-9999,83,62,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261216,-9999,-9999,0,-9999,-9999,83,65,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261217,-9999,-9999,0,-9999,-9999,81,63,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261218,-9999,-9999,0,-9999,-9999,75,61,71
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261219,-9999,-9999,0,-9999,-9999,76,56,66
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261220,-9999,-9999,0,-9999,-9999,78,56,72
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261221,-9999,-9999,0,-9999,-9999,82,62,73
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261222,-9999,-9999,0,-9999,-9999,80,63,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261223,-9999,-9999,0,-9999,-9999,81,62,73
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261224,-9999,-9999,0,-9999,-9999,81,63,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261225,-9999,-9999,0,-9999,-9999,82,61,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261226,-9999,-9999,0,-9999,-9999,82,62,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261227,-9999,-9999,0,-9999,-9999,83,64,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261228,-9999,-9999,0.02,-9999,-9999,80,62,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261229,-9999,-9999,0,-9999,-9999,79,64,64
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261230,-9999,-9999,0,-9999,-9999,64,47,57
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19261231,-9999,-9999,0,-9999,-9999,65,39,-9999
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19270101,-9999,-9999,0,-9999,-9999,70,46,60
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19270102,-9999,-9999,0,-9999,-9999,66,37,55
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.383333,19270103,-9999,-9999,0,-9999,-9999,68,40,64
