Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1977,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,000,000",
SURVEY,1976,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,800,000",
SURVEY,1975,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,650,000",
SURVEY,1974,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,520,000",
SURVEY,1973,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,300,000",
SURVEY,1972,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,120,000",
SURVEY,1971,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,275,000",
SURVEY,1970,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,730,000",
SURVEY,1969,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,602,000",
SURVEY,1968,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,655,000",
SURVEY,1967,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,790,000",
SURVEY,1966,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,780,000",
SURVEY,1965,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,945,000",
SURVEY,1964,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,951,000",
SURVEY,1963,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,913,000",
SURVEY,1962,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,788,000",
SURVEY,1961,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,806,000",
SURVEY,1960,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,076,000",
SURVEY,1959,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,035,000",
SURVEY,1958,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,817,000",
SURVEY,1957,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,799,000",
SURVEY,1956,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,977,000",
SURVEY,1955,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,993,000",
SURVEY,1954,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,935,000",
SURVEY,1953,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,805,000",
SURVEY,1952,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,667,000",
SURVEY,1951,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,672,000",
SURVEY,1950,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,592,000",
SURVEY,1949,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,694,000",
SURVEY,1948,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,645,000",
SURVEY,1947,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,597,000",
SURVEY,1946,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,794,000",
SURVEY,1945,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,776,000",
SURVEY,1944,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,812,000",
SURVEY,1943,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,562,000",
SURVEY,1942,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,645,000",
SURVEY,1941,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,509,000",
SURVEY,1940,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,574,000",
SURVEY,1939,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,606,000",
SURVEY,1938,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,598,000",
SURVEY,1937,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,614,000",
SURVEY,1936,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,508,000",
SURVEY,1935,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,682,000",
SURVEY,1934,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,595,000",
SURVEY,1933,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,519,000",
SURVEY,1932,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,550,000",
SURVEY,1931,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,520,000",
SURVEY,1930,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,288,000",
SURVEY,1929,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,204,000",
SURVEY,1928,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,288,000",
SURVEY,1927,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,250,000",
SURVEY,1926,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,454,000",
