Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2018,WEEK #27,7/8/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2018,WEEK #28,7/15/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,15,
SURVEY,2018,WEEK #29,7/22/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,15,
SURVEY,2018,WEEK #30,7/29/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2018,WEEK #31,8/5/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,16,
SURVEY,2018,WEEK #32,8/12/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,13,
SURVEY,2018,WEEK #33,8/19/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,14,
SURVEY,2018,WEEK #34,8/26/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,15,
SURVEY,2018,WEEK #35,9/2/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,13,
SURVEY,2018,WEEK #36,9/9/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,13,
SURVEY,2018,WEEK #37,9/16/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,14,
SURVEY,2018,WEEK #38,9/23/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2018,WEEK #39,9/30/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2018,WEEK #40,10/7/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2018,WEEK #41,10/14/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2018,WEEK #42,10/21/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2018,WEEK #43,10/28/2018,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #21,5/28/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3,
SURVEY,2017,WEEK #22,6/4/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4,
SURVEY,2017,WEEK #23,6/11/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4,
SURVEY,2017,WEEK #24,6/18/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5,
SURVEY,2017,WEEK #25,6/25/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,4,
SURVEY,2017,WEEK #26,7/2/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5,
SURVEY,2017,WEEK #27,7/9/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2017,WEEK #28,7/16/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2017,WEEK #29,7/23/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2017,WEEK #30,7/30/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2017,WEEK #31,8/6/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2017,WEEK #32,8/13/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2017,WEEK #33,8/20/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2017,WEEK #34,8/27/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2017,WEEK #35,9/3/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2017,WEEK #36,9/10/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,16,
SURVEY,2017,WEEK #37,9/17/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,14,
SURVEY,2017,WEEK #38,9/24/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #39,10/1/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #40,10/8/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #41,10/15/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2017,WEEK #42,10/22/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #43,10/29/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2017,WEEK #44,11/5/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,13,
SURVEY,2017,WEEK #45,11/12/2017,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2016,WEEK #21,5/29/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3,
SURVEY,2016,WEEK #22,6/5/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
SURVEY,2016,WEEK #23,6/12/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3,
SURVEY,2016,WEEK #24,6/19/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5,
SURVEY,2016,WEEK #25,6/26/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2016,WEEK #26,7/3/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,9,
SURVEY,2016,WEEK #27,7/10/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #28,7/17/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #29,7/24/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #30,7/31/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,9,
SURVEY,2016,WEEK #31,8/7/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2016,WEEK #32,8/14/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,12,
SURVEY,2016,WEEK #33,8/21/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #34,8/28/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,11,
SURVEY,2016,WEEK #35,9/4/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #36,9/11/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #37,9/18/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2016,WEEK #38,9/25/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,9,
SURVEY,2016,WEEK #39,10/2/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,9,
SURVEY,2016,WEEK #40,10/9/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,9,
SURVEY,2016,WEEK #41,10/16/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2016,WEEK #42,10/23/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2016,WEEK #43,10/30/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2016,WEEK #44,11/6/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2016,WEEK #45,11/13/2016,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,10,
SURVEY,2015,WEEK #21,5/24/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,1,
SURVEY,2015,WEEK #22,5/31/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
SURVEY,2015,WEEK #23,6/7/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
SURVEY,2015,WEEK #24,6/14/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
SURVEY,2015,WEEK #25,6/21/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,3,
SURVEY,2015,WEEK #26,6/28/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #27,7/5/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,8,
SURVEY,2015,WEEK #28,7/12/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,WEEK #29,7/19/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,WEEK #30,7/26/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,WEEK #31,8/2/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,WEEK #32,8/9/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,WEEK #33,8/16/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #34,8/23/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #35,8/30/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #36,9/6/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #37,9/13/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #38,9/20/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #39,9/27/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #40,10/4/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #41,10/11/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #42,10/18/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,WEEK #43,10/25/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5,
SURVEY,2015,WEEK #44,11/1/2015,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,5,
SURVEY,2014,WEEK #22,6/1/2014,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,1,
SURVEY,2014,WEEK #23,6/8/2014,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
SURVEY,2014,WEEK #24,6/15/2014,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - CONDITION, MEASURED IN PCT POOR",TOTAL,NOT SPECIFIED,2,
