STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00003122,"TORRANCE AIRPORT, CA US",3/9/1932,0,62,49
USW00003122,"TORRANCE AIRPORT, CA US",3/10/1932,0,64,45
USW00003122,"TORRANCE AIRPORT, CA US",3/11/1932,0,69,46
USW00003122,"TORRANCE AIRPORT, CA US",3/12/1932,0,71,47
USW00003122,"TORRANCE AIRPORT, CA US",3/13/1932,0,76,49
USW00003122,"TORRANCE AIRPORT, CA US",3/14/1932,0,74,62
USW00003122,"TORRANCE AIRPORT, CA US",3/15/1932,0.13,65,49
USW00003122,"TORRANCE AIRPORT, CA US",3/16/1932,0.02,65,45
USW00003122,"TORRANCE AIRPORT, CA US",3/17/1932,0,66,46
USW00003122,"TORRANCE AIRPORT, CA US",3/18/1932,0,69,46
USW00003122,"TORRANCE AIRPORT, CA US",3/19/1932,0,61,50
USW00003122,"TORRANCE AIRPORT, CA US",3/20/1932,0,64,50
USW00003122,"TORRANCE AIRPORT, CA US",3/21/1932,0,72,36
USW00003122,"TORRANCE AIRPORT, CA US",3/22/1932,0,74,34
USW00003122,"TORRANCE AIRPORT, CA US",3/23/1932,0,70,39
USW00003122,"TORRANCE AIRPORT, CA US",3/24/1932,0,68,45
USW00003122,"TORRANCE AIRPORT, CA US",3/25/1932,0,76,44
USW00003122,"TORRANCE AIRPORT, CA US",3/26/1932,0,81,43
USW00003122,"TORRANCE AIRPORT, CA US",3/27/1932,0,81,44
USW00003122,"TORRANCE AIRPORT, CA US",3/28/1932,0,73,42
USW00003122,"TORRANCE AIRPORT, CA US",3/29/1932,0,67,43
USW00003122,"TORRANCE AIRPORT, CA US",3/30/1932,0,74,41
USW00003122,"TORRANCE AIRPORT, CA US",3/31/1932,0,65,42
USW00003122,"TORRANCE AIRPORT, CA US",4/1/1932,0,64,46
USW00003122,"TORRANCE AIRPORT, CA US",4/2/1932,0,64,48
USW00003122,"TORRANCE AIRPORT, CA US",4/3/1932,0,65,42
USW00003122,"TORRANCE AIRPORT, CA US",4/4/1932,0,65,40
USW00003122,"TORRANCE AIRPORT, CA US",4/5/1932,0,68,44
USW00003122,"TORRANCE AIRPORT, CA US",4/6/1932,0,76,43
USW00003122,"TORRANCE AIRPORT, CA US",4/7/1932,0,79,41
USW00003122,"TORRANCE AIRPORT, CA US",4/8/1932,0,77,39
USW00003122,"TORRANCE AIRPORT, CA US",4/9/1932,0,82,41
USW00003122,"TORRANCE AIRPORT, CA US",4/10/1932,0,85,45
USW00003122,"TORRANCE AIRPORT, CA US",4/11/1932,0,80,44
USW00003122,"TORRANCE AIRPORT, CA US",4/12/1932,0,81,43
USW00003122,"TORRANCE AIRPORT, CA US",4/13/1932,0,67,52
USW00003122,"TORRANCE AIRPORT, CA US",4/14/1932,0,73,47
USW00003122,"TORRANCE AIRPORT, CA US",4/15/1932,0,72,41
USW00003122,"TORRANCE AIRPORT, CA US",4/16/1932,0,69,43
USW00003122,"TORRANCE AIRPORT, CA US",4/17/1932,0,69,46
USW00003122,"TORRANCE AIRPORT, CA US",4/18/1932,0,76,44
USW00003122,"TORRANCE AIRPORT, CA US",4/19/1932,0,76,48
USW00003122,"TORRANCE AIRPORT, CA US",4/20/1932,0,68,46
USW00003122,"TORRANCE AIRPORT, CA US",4/21/1932,0,67,37
USW00003122,"TORRANCE AIRPORT, CA US",4/22/1932,0,66,38
USW00003122,"TORRANCE AIRPORT, CA US",4/23/1932,0,71,39
USW00003122,"TORRANCE AIRPORT, CA US",4/24/1932,0.03,62,49
USW00003122,"TORRANCE AIRPORT, CA US",4/25/1932,0,61,44
USW00003122,"TORRANCE AIRPORT, CA US",4/26/1932,0.14,61,44
USW00003122,"TORRANCE AIRPORT, CA US",4/27/1932,0,64,37
USW00003122,"TORRANCE AIRPORT, CA US",4/28/1932,0,66,41
USW00003122,"TORRANCE AIRPORT, CA US",4/29/1932,0,64,48
USW00003122,"TORRANCE AIRPORT, CA US",4/30/1932,0,66,47
USW00003122,"TORRANCE AIRPORT, CA US",5/1/1932,0,69,49
USW00003122,"TORRANCE AIRPORT, CA US",5/2/1932,0,68,51
USW00003122,"TORRANCE AIRPORT, CA US",5/3/1932,0,66,44
USW00003122,"TORRANCE AIRPORT, CA US",5/4/1932,0,,
USW00003122,"TORRANCE AIRPORT, CA US",5/5/1932,0,67,47
USW00003122,"TORRANCE AIRPORT, CA US",5/6/1932,0,66,44
USW00003122,"TORRANCE AIRPORT, CA US",5/7/1932,0.02,69,48
USW00003122,"TORRANCE AIRPORT, CA US",5/8/1932,0,74,46
USW00003122,"TORRANCE AIRPORT, CA US",5/9/1932,0,72,48
USW00003122,"TORRANCE AIRPORT, CA US",5/10/1932,0,68,57
USW00003122,"TORRANCE AIRPORT, CA US",5/11/1932,0,69,58
USW00003122,"TORRANCE AIRPORT, CA US",5/12/1932,0,68,57
USW00003122,"TORRANCE AIRPORT, CA US",5/13/1932,0,67,56
USW00003122,"TORRANCE AIRPORT, CA US",5/14/1932,0,67,55
USW00003122,"TORRANCE AIRPORT, CA US",5/15/1932,0,70,56
USW00003122,"TORRANCE AIRPORT, CA US",5/16/1932,0,70,50
USW00003122,"TORRANCE AIRPORT, CA US",5/17/1932,0,70,56
USW00003122,"TORRANCE AIRPORT, CA US",5/18/1932,0,67,57
USW00003122,"TORRANCE AIRPORT, CA US",5/19/1932,0,70,54
USW00003122,"TORRANCE AIRPORT, CA US",5/20/1932,0,71,46
USW00003122,"TORRANCE AIRPORT, CA US",5/21/1932,0,70,56
USW00003122,"TORRANCE AIRPORT, CA US",5/22/1932,0,72,41
USW00003122,"TORRANCE AIRPORT, CA US",5/23/1932,0,91,46
USW00003122,"TORRANCE AIRPORT, CA US",5/24/1932,0,90,50
USW00003122,"TORRANCE AIRPORT, CA US",5/25/1932,0,80,53
USW00003122,"TORRANCE AIRPORT, CA US",5/26/1932,0,72,56
USW00003122,"TORRANCE AIRPORT, CA US",5/27/1932,0,71,53
USW00003122,"TORRANCE AIRPORT, CA US",5/28/1932,0,69,59
USW00003122,"TORRANCE AIRPORT, CA US",5/29/1932,0,69,45
USW00003122,"TORRANCE AIRPORT, CA US",5/30/1932,0,72,48
USW00003122,"TORRANCE AIRPORT, CA US",5/31/1932,0,71,47
USW00003122,"TORRANCE AIRPORT, CA US",6/1/1932,0,70,53
USW00003122,"TORRANCE AIRPORT, CA US",6/2/1932,0,66,51
USW00003122,"TORRANCE AIRPORT, CA US",6/3/1932,0,67,50
USW00003122,"TORRANCE AIRPORT, CA US",6/4/1932,0.07,65,50
USW00003122,"TORRANCE AIRPORT, CA US",6/5/1932,0,73,53
USW00003122,"TORRANCE AIRPORT, CA US",6/6/1932,0,70,46
USW00003122,"TORRANCE AIRPORT, CA US",6/7/1932,0,74,43
USW00003122,"TORRANCE AIRPORT, CA US",6/8/1932,0,74,53
USW00003122,"TORRANCE AIRPORT, CA US",6/9/1932,0,70,50
USW00003122,"TORRANCE AIRPORT, CA US",6/10/1932,0,69,54
USW00003122,"TORRANCE AIRPORT, CA US",6/11/1932,0,70,55
USW00003122,"TORRANCE AIRPORT, CA US",6/12/1932,0,70,49
USW00003122,"TORRANCE AIRPORT, CA US",6/13/1932,0,70,46
USW00003122,"TORRANCE AIRPORT, CA US",6/14/1932,0,70,46
USW00003122,"TORRANCE AIRPORT, CA US",6/15/1932,0,70,50
USW00003122,"TORRANCE AIRPORT, CA US",6/16/1932,0,69,49
USW00003122,"TORRANCE AIRPORT, CA US",6/17/1932,0,70,56
USW00003122,"TORRANCE AIRPORT, CA US",6/18/1932,0,71,47
USW00003122,"TORRANCE AIRPORT, CA US",6/19/1932,0,76,50
USW00003122,"TORRANCE AIRPORT, CA US",6/20/1932,0,89,50
USW00003122,"TORRANCE AIRPORT, CA US",6/21/1932,0,76,59
USW00003122,"TORRANCE AIRPORT, CA US",6/22/1932,0,72,58
USW00003122,"TORRANCE AIRPORT, CA US",6/23/1932,0,74,57
USW00003122,"TORRANCE AIRPORT, CA US",6/24/1932,0,75,60
USW00003122,"TORRANCE AIRPORT, CA US",6/25/1932,0,75,58
USW00003122,"TORRANCE AIRPORT, CA US",6/26/1932,0,75,58
USW00003122,"TORRANCE AIRPORT, CA US",6/27/1932,0,73,53
USW00003122,"TORRANCE AIRPORT, CA US",6/28/1932,0,72,55
USW00003122,"TORRANCE AIRPORT, CA US",6/29/1932,0,71,56
USW00003122,"TORRANCE AIRPORT, CA US",6/30/1932,0,71,59
USW00003122,"TORRANCE AIRPORT, CA US",7/1/1932,0,71,59
USW00003122,"TORRANCE AIRPORT, CA US",7/2/1932,0,73,58
USW00003122,"TORRANCE AIRPORT, CA US",7/3/1932,0,76,59
USW00003122,"TORRANCE AIRPORT, CA US",7/4/1932,0,76,61
USW00003122,"TORRANCE AIRPORT, CA US",7/5/1932,0,76,60
USW00003122,"TORRANCE AIRPORT, CA US",7/6/1932,0,76,56
USW00003122,"TORRANCE AIRPORT, CA US",7/7/1932,0,76,61
USW00003122,"TORRANCE AIRPORT, CA US",7/8/1932,0,77,63
USW00003122,"TORRANCE AIRPORT, CA US",7/9/1932,0,72,63
USW00003122,"TORRANCE AIRPORT, CA US",7/10/1932,0,75,59
USW00003122,"TORRANCE AIRPORT, CA US",7/11/1932,0,71,56
USW00003122,"TORRANCE AIRPORT, CA US",7/12/1932,0,73,52
USW00003122,"TORRANCE AIRPORT, CA US",7/13/1932,0,73,46
USW00003122,"TORRANCE AIRPORT, CA US",7/14/1932,0,77,49
USW00003122,"TORRANCE AIRPORT, CA US",7/15/1932,0,75,57
USW00003122,"TORRANCE AIRPORT, CA US",7/16/1932,0,75,59
USW00003122,"TORRANCE AIRPORT, CA US",7/17/1932,0,76,58
USW00003122,"TORRANCE AIRPORT, CA US",7/18/1932,0,74,57
USW00003122,"TORRANCE AIRPORT, CA US",7/19/1932,0,74,50
USW00003122,"TORRANCE AIRPORT, CA US",7/20/1932,0,75,54
USW00003122,"TORRANCE AIRPORT, CA US",7/21/1932,0,72,56
USW00003122,"TORRANCE AIRPORT, CA US",7/22/1932,0,72,59
USW00003122,"TORRANCE AIRPORT, CA US",7/23/1932,0,76,57
USW00003122,"TORRANCE AIRPORT, CA US",7/24/1932,0,73,54
USW00003122,"TORRANCE AIRPORT, CA US",7/25/1932,0,76,57
USW00003122,"TORRANCE AIRPORT, CA US",7/26/1932,0,72,60
USW00003122,"TORRANCE AIRPORT, CA US",7/27/1932,0,72,57
USW00003122,"TORRANCE AIRPORT, CA US",7/28/1932,0,72,58
USW00003122,"TORRANCE AIRPORT, CA US",7/29/1932,0,78,54
USW00003122,"TORRANCE AIRPORT, CA US",7/30/1932,0,76,53
USW00003122,"TORRANCE AIRPORT, CA US",7/31/1932,0,76,67
USW00003122,"TORRANCE AIRPORT, CA US",8/1/1932,0,76,51
USW00003122,"TORRANCE AIRPORT, CA US",8/2/1932,0,74,51
USW00003122,"TORRANCE AIRPORT, CA US",8/3/1932,0,73,60
USW00003122,"TORRANCE AIRPORT, CA US",8/4/1932,0,72,58
USW00003122,"TORRANCE AIRPORT, CA US",8/5/1932,0,72,60
USW00003122,"TORRANCE AIRPORT, CA US",8/6/1932,0,76,56
USW00003122,"TORRANCE AIRPORT, CA US",8/7/1932,0,76,62
USW00003122,"TORRANCE AIRPORT, CA US",8/8/1932,0,85,57
USW00003122,"TORRANCE AIRPORT, CA US",8/9/1932,0,73,58
USW00003122,"TORRANCE AIRPORT, CA US",8/10/1932,0,73,58
USW00003122,"TORRANCE AIRPORT, CA US",8/11/1932,0,72,50
USW00003122,"TORRANCE AIRPORT, CA US",8/12/1932,0,73,52
USW00003122,"TORRANCE AIRPORT, CA US",8/13/1932,0,75,57
USW00003122,"TORRANCE AIRPORT, CA US",8/14/1932,0,72,60
USW00003122,"TORRANCE AIRPORT, CA US",8/15/1932,0,81,58
USW00003122,"TORRANCE AIRPORT, CA US",8/16/1932,0,72,51
USW00003122,"TORRANCE AIRPORT, CA US",8/17/1932,0,74,49
USW00003122,"TORRANCE AIRPORT, CA US",8/18/1932,0,88,47
USW00003122,"TORRANCE AIRPORT, CA US",8/19/1932,0,81,60
USW00003122,"TORRANCE AIRPORT, CA US",8/20/1932,0,84,58
USW00003122,"TORRANCE AIRPORT, CA US",8/21/1932,0,83,58
USW00003122,"TORRANCE AIRPORT, CA US",8/22/1932,0,75,54
USW00003122,"TORRANCE AIRPORT, CA US",8/23/1932,0,82,54
USW00003122,"TORRANCE AIRPORT, CA US",8/24/1932,0,75,59
USW00003122,"TORRANCE AIRPORT, CA US",8/25/1932,0,75,58
USW00003122,"TORRANCE AIRPORT, CA US",8/26/1932,0,77,61
USW00003122,"TORRANCE AIRPORT, CA US",8/27/1932,0,75,63
USW00003122,"TORRANCE AIRPORT, CA US",8/28/1932,0,75,59
USW00003122,"TORRANCE AIRPORT, CA US",8/29/1932,0,72,54
USW00003122,"TORRANCE AIRPORT, CA US",8/30/1932,0,74,56
USW00003122,"TORRANCE AIRPORT, CA US",8/31/1932,0,,53
USW00003122,"TORRANCE AIRPORT, CA US",10/1/1932,0.06,76,
USW00003122,"TORRANCE AIRPORT, CA US",10/2/1932,0,72,
USW00003122,"TORRANCE AIRPORT, CA US",10/3/1932,0,72,
USW00003122,"TORRANCE AIRPORT, CA US",10/4/1932,0,79,
USW00003122,"TORRANCE AIRPORT, CA US",10/5/1932,0,66,
USW00003122,"TORRANCE AIRPORT, CA US",10/6/1932,0,74,
USW00003122,"TORRANCE AIRPORT, CA US",10/7/1932,0,74,
USW00003122,"TORRANCE AIRPORT, CA US",10/8/1932,0,72,
USW00003122,"TORRANCE AIRPORT, CA US",10/9/1932,0.23,67,
USW00003122,"TORRANCE AIRPORT, CA US",10/10/1932,0.02,70,
USW00003122,"TORRANCE AIRPORT, CA US",10/11/1932,0.02,79,
USW00003122,"TORRANCE AIRPORT, CA US",10/12/1932,0.02,75,
USW00003122,"TORRANCE AIRPORT, CA US",10/13/1932,0,71,
USW00003122,"TORRANCE AIRPORT, CA US",10/14/1932,0,71,
USW00003122,"TORRANCE AIRPORT, CA US",10/15/1932,0,78,
USW00003122,"TORRANCE AIRPORT, CA US",10/16/1932,0,70,
USW00003122,"TORRANCE AIRPORT, CA US",10/17/1932,0,70,
USW00003122,"TORRANCE AIRPORT, CA US",10/18/1932,0,77,
USW00003122,"TORRANCE AIRPORT, CA US",10/19/1932,0,68,
USW00003122,"TORRANCE AIRPORT, CA US",10/20/1932,0,79,
USW00003122,"TORRANCE AIRPORT, CA US",10/21/1932,0,81,
USW00003122,"TORRANCE AIRPORT, CA US",10/22/1932,0,74,
USW00003122,"TORRANCE AIRPORT, CA US",10/23/1932,0,71,
USW00003122,"TORRANCE AIRPORT, CA US",10/24/1932,0,80,
USW00003122,"TORRANCE AIRPORT, CA US",10/25/1932,0,78,
USW00003122,"TORRANCE AIRPORT, CA US",10/26/1932,0,85,
USW00003122,"TORRANCE AIRPORT, CA US",10/27/1932,0,84,48
USW00003122,"TORRANCE AIRPORT, CA US",10/28/1932,0,74,41
USW00003122,"TORRANCE AIRPORT, CA US",10/29/1932,0,70,52
USW00003122,"TORRANCE AIRPORT, CA US",10/30/1932,0,70,51
USW00003122,"TORRANCE AIRPORT, CA US",10/31/1932,0,67,42
USW00003122,"TORRANCE AIRPORT, CA US",11/1/1932,0,72,54
USW00003122,"TORRANCE AIRPORT, CA US",11/2/1932,0,68,53
USW00003122,"TORRANCE AIRPORT, CA US",11/3/1932,0,67,47
USW00003122,"TORRANCE AIRPORT, CA US",11/4/1932,0,78,42
USW00003122,"TORRANCE AIRPORT, CA US",11/5/1932,0,78,43
USW00003122,"TORRANCE AIRPORT, CA US",11/6/1932,0,82,46
USW00003122,"TORRANCE AIRPORT, CA US",11/7/1932,0,88,46
USW00003122,"TORRANCE AIRPORT, CA US",11/8/1932,0,91,53
USW00003122,"TORRANCE AIRPORT, CA US",11/9/1932,0,82,47
USW00003122,"TORRANCE AIRPORT, CA US",11/10/1932,0,77,44
USW00003122,"TORRANCE AIRPORT, CA US",11/11/1932,0,84,50
USW00003122,"TORRANCE AIRPORT, CA US",11/12/1932,0,86,49
USW00003122,"TORRANCE AIRPORT, CA US",11/13/1932,0,73,43
USW00003122,"TORRANCE AIRPORT, CA US",11/14/1932,0,68,47
USW00003122,"TORRANCE AIRPORT, CA US",11/15/1932,0,72,40
USW00003122,"TORRANCE AIRPORT, CA US",11/16/1932,0,84,44
USW00003122,"TORRANCE AIRPORT, CA US",11/17/1932,0,86,47
USW00003122,"TORRANCE AIRPORT, CA US",11/18/1932,0,88,49
USW00003122,"TORRANCE AIRPORT, CA US",11/19/1932,0,86,51
USW00003122,"TORRANCE AIRPORT, CA US",11/20/1932,0,81,47
USW00003122,"TORRANCE AIRPORT, CA US",11/21/1932,0,71,42
USW00003122,"TORRANCE AIRPORT, CA US",11/22/1932,0,69,50
USW00003122,"TORRANCE AIRPORT, CA US",11/23/1932,0,85,42
USW00003122,"TORRANCE AIRPORT, CA US",11/24/1932,0,87,52
USW00003122,"TORRANCE AIRPORT, CA US",11/25/1932,0,87,52
USW00003122,"TORRANCE AIRPORT, CA US",11/26/1932,0,81,49
USW00003122,"TORRANCE AIRPORT, CA US",11/27/1932,0,76,51
USW00003122,"TORRANCE AIRPORT, CA US",11/28/1932,0,69,46
USW00003122,"TORRANCE AIRPORT, CA US",11/29/1932,0,68,46
USW00003122,"TORRANCE AIRPORT, CA US",11/30/1932,0,66,53
USW00003122,"TORRANCE AIRPORT, CA US",12/1/1932,0,68,42
USW00003122,"TORRANCE AIRPORT, CA US",12/2/1932,0,71,38
USW00003122,"TORRANCE AIRPORT, CA US",12/3/1932,0,81,41
USW00003122,"TORRANCE AIRPORT, CA US",12/4/1932,0,80,42
USW00003122,"TORRANCE AIRPORT, CA US",12/5/1932,0,69,40
USW00003122,"TORRANCE AIRPORT, CA US",12/6/1932,0,67,30
USW00003122,"TORRANCE AIRPORT, CA US",12/7/1932,0,61,40
USW00003122,"TORRANCE AIRPORT, CA US",12/8/1932,0,61,53
USW00003122,"TORRANCE AIRPORT, CA US",12/9/1932,0.22,58,48
USW00003122,"TORRANCE AIRPORT, CA US",12/10/1932,0.16,55,41
USW00003122,"TORRANCE AIRPORT, CA US",12/11/1932,0.55,50,36
USW00003122,"TORRANCE AIRPORT, CA US",12/12/1932,0.9,48,41
USW00003122,"TORRANCE AIRPORT, CA US",12/13/1932,0.25,56,40
USW00003122,"TORRANCE AIRPORT, CA US",12/14/1932,0.06,52,41
USW00003122,"TORRANCE AIRPORT, CA US",12/15/1932,0.04,59,35
USW00003122,"TORRANCE AIRPORT, CA US",12/16/1932,0,62,37
USW00003122,"TORRANCE AIRPORT, CA US",12/17/1932,0,61,37
USW00003122,"TORRANCE AIRPORT, CA US",12/18/1932,0,65,42
USW00003122,"TORRANCE AIRPORT, CA US",12/19/1932,0,60,37
USW00003122,"TORRANCE AIRPORT, CA US",12/20/1932,0,61,45
USW00003122,"TORRANCE AIRPORT, CA US",12/21/1932,0.03,58,45
USW00003122,"TORRANCE AIRPORT, CA US",12/22/1932,0,62,36
USW00003122,"TORRANCE AIRPORT, CA US",12/23/1932,0.21,58,33
USW00003122,"TORRANCE AIRPORT, CA US",12/24/1932,0,63,45
USW00003122,"TORRANCE AIRPORT, CA US",12/25/1932,0,65,35
USW00003122,"TORRANCE AIRPORT, CA US",12/26/1932,0,64,34
USW00003122,"TORRANCE AIRPORT, CA US",12/27/1932,0,69,38
USW00003122,"TORRANCE AIRPORT, CA US",12/28/1932,0,66,37
USW00003122,"TORRANCE AIRPORT, CA US",12/29/1932,0,63,36
USW00003122,"TORRANCE AIRPORT, CA US",12/30/1932,0,65,35
USW00003122,"TORRANCE AIRPORT, CA US",12/31/1932,0,70,40
USW00003122,"TORRANCE AIRPORT, CA US",1/1/1933,0,66,36
USW00003122,"TORRANCE AIRPORT, CA US",1/2/1933,0,68,37
USW00003122,"TORRANCE AIRPORT, CA US",1/3/1933,0,61,34
USW00003122,"TORRANCE AIRPORT, CA US",1/4/1933,0.01,62,33
USW00003122,"TORRANCE AIRPORT, CA US",1/5/1933,0.01,75,30
USW00003122,"TORRANCE AIRPORT, CA US",1/6/1933,0,68,39
USW00003122,"TORRANCE AIRPORT, CA US",1/7/1933,0,73,33
USW00003122,"TORRANCE AIRPORT, CA US",1/8/1933,0,75,34
USW00003122,"TORRANCE AIRPORT, CA US",1/9/1933,0,75,39
USW00003122,"TORRANCE AIRPORT, CA US",1/10/1933,0,65,40
USW00003122,"TORRANCE AIRPORT, CA US",1/11/1933,0,65,41
USW00003122,"TORRANCE AIRPORT, CA US",1/12/1933,0,68,35
USW00003122,"TORRANCE AIRPORT, CA US",1/13/1933,0,75,37
USW00003122,"TORRANCE AIRPORT, CA US",1/14/1933,0,75,42
USW00003122,"TORRANCE AIRPORT, CA US",1/15/1933,0,68,41
USW00003122,"TORRANCE AIRPORT, CA US",1/16/1933,0.57,55,49
USW00003122,"TORRANCE AIRPORT, CA US",1/17/1933,0.35,54,40
USW00003122,"TORRANCE AIRPORT, CA US",1/18/1933,0,55,35
USW00003122,"TORRANCE AIRPORT, CA US",1/19/1933,0.76,56,40
USW00003122,"TORRANCE AIRPORT, CA US",1/20/1933,1.47,52,38
USW00003122,"TORRANCE AIRPORT, CA US",1/21/1933,0,55,36
USW00003122,"TORRANCE AIRPORT, CA US",1/22/1933,0.5,55,45
USW00003122,"TORRANCE AIRPORT, CA US",1/23/1933,0.36,53,28
USW00003122,"TORRANCE AIRPORT, CA US",1/24/1933,0,56,34
USW00003122,"TORRANCE AIRPORT, CA US",1/25/1933,0.22,55,37
USW00003122,"TORRANCE AIRPORT, CA US",1/26/1933,0,62,35
USW00003122,"TORRANCE AIRPORT, CA US",1/27/1933,0,60,39
USW00003122,"TORRANCE AIRPORT, CA US",1/28/1933,0.06,56,37
USW00003122,"TORRANCE AIRPORT, CA US",1/29/1933,1.1,55,43
USW00003122,"TORRANCE AIRPORT, CA US",1/30/1933,0.18,58,38
USW00003122,"TORRANCE AIRPORT, CA US",1/31/1933,0,58,37
USW00003122,"TORRANCE AIRPORT, CA US",2/1/1933,0,59,37
USW00003122,"TORRANCE AIRPORT, CA US",2/2/1933,0,64,37
USW00003122,"TORRANCE AIRPORT, CA US",2/3/1933,0,62,39
USW00003122,"TORRANCE AIRPORT, CA US",2/4/1933,0,68,40
USW00003122,"TORRANCE AIRPORT, CA US",2/5/1933,0,71,38
USW00003122,"TORRANCE AIRPORT, CA US",2/6/1933,0,65,37
USW00003122,"TORRANCE AIRPORT, CA US",2/7/1933,0,63,35
USW00003122,"TORRANCE AIRPORT, CA US",2/8/1933,0,60,35
