STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/11/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/12/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/13/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/14/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/15/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/16/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/19/2015,,,,,0.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/20/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/21/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,6/30/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/1/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/2/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/3/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/4/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/5/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/6/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/7/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/8/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/9/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/10/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/11/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/12/2015,,,,,0.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/13/2015,,,,,0.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/14/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/15/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/16/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/17/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/18/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/19/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/20/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/21/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/22/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/23/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/24/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/25/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/26/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/27/2015,,,,,1.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/28/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/29/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/30/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,7/31/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/4/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/5/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/6/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/7/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/8/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/9/2015,,,,,1.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/10/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/11/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/12/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/13/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/14/2015,,,,,0.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/15/2015,,,,,19.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/16/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/17/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/18/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/19/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/20/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/21/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/22/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/23/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/24/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/28/2015,,,,,7.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/29/2015,,,,,10.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/30/2015,,,,,39.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,8/31/2015,,,,,8.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/1/2015,,,,,5.1,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/2/2015,,,,,10.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/3/2015,,,,,0.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/4/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/5/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/6/2015,,,,,3.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/7/2015,,,,,2.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/16/2015,,,,,1,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/17/2015,,,,,7.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/18/2015,,,,,2.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/19/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/20/2015,,,,,2,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/21/2015,,,,,4.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/22/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/23/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/24/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/25/2015,,,,,4.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/26/2015,,,,,2.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/27/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/28/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/29/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,9/30/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/1/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/2/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/3/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/4/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/5/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/6/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/7/2015,,,,,0.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/8/2015,,,,,12.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/9/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/10/2015,,,,,5.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/11/2015,,,,,34,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/12/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/13/2015,,,,,5.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/14/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/15/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/16/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/17/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/18/2015,,,,,0.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/19/2015,,,,,1.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/20/2015,,,,,2.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/21/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/22/2015,,,,,0,"T,,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/23/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/24/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/28/2015,,,,,0.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/29/2015,,,,,18.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/30/2015,,,,,30.7,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,10/31/2015,,,,,50,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/1/2015,,,,,82,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/2/2015,,,,,27.7,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/3/2015,,,,,6.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/4/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/5/2015,,,,,2.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/6/2015,,,,,5.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/7/2015,,,,,1,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/8/2015,,,,,17.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/9/2015,,,,,14,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/10/2015,,,,,0.5,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/11/2015,,,,,14.7,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/12/2015,,,,,1,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/13/2015,,,,,81,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/14/2015,,,,,108,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/15/2015,,,,,56.1,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/16/2015,,,,,1.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/17/2015,,,,,81.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/18/2015,,,,,56.9,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/19/2015,,,,,7.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/20/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/21/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/22/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/23/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/24/2015,,,,,4.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/25/2015,,,,,3.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/26/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/27/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/28/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/29/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,11/30/2015,,,,,0,",,N",0,",,N",,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/1/2015,,,,,3.6,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/2/2015,,,,,36.3,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/3/2015,,,,,13,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/4/2015,,,,,17,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/5/2015,,,,,0.8,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/6/2015,,,,,24.4,",,N",,,,,,,,,,
US1WATH0040,"OLYMPIA 8.5 WSW, WA US",46.9785,-123.0473,186.8,12/7/2015,,,,,17.3,",,N",,,,,,,,,,
